PLD (Å),LCD (Å),Sacc (m2/g-1),Porosity,KH2 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,%Ametal,H2-5 bar (mol/kg)
20.68944,20.97455,1843.23999,0.7138,5.84E-07,50,33.33333333,5.555555556,11.11111111,0,0,0,0.287548526
18.03681,18.36341,1882.62,0.67832,4.85E-07,47.61904762,38.0952381,4.761904762,9.523809524,0,0,0,0.241028399
22.37432,22.62252,1887.52002,0.73552,6.44E-07,50,31.25,12.5,6.25,0,0,0,0.319136636
29.49294,29.80022,2957.13989,0.83203,1.09E-06,57.14285714,38.0952381,4.761904762,0,0,0,0,0.539449215
29.81255,30.06839,2373.1001,0.80377,9.51E-07,54.54545455,36.36363636,4.545454545,4.545454545,0,0,0,0.470059106
15.82205,16.15913,1712.34998,0.66969,4.89E-07,50,33.33333333,8.333333333,8.333333333,0,0,0,0.239971964
29.53836,29.71939,2011.66003,0.77171,8.12E-07,59.09090909,31.81818182,9.090909091,0,0,0,0,0.401384482
11.16409,11.52835,4582.31982,0.77138,1.08E-06,59.09090909,31.81818182,9.090909091,0,0,0,0,0.536669667
36.35398,36.5559,1944.97998,0.76718,7.21E-07,57.5,37.5,5,0,0,0,0,0.360185791
27.81985,28.02682,1583.65002,0.69526,5.17E-07,56.66666667,36.66666667,6.666666667,0,0,0,0,0.255921665
21.35269,21.60545,1381.81995,0.68136,4.71E-07,52.63157895,21.05263158,10.52631579,15.78947368,0,0,0,0.235352704
7.16577,7.81506,1780.32996,0.59717,5.90E-07,58.33333333,37.5,4.166666667,0,0,0,0,0.288640878
10.86359,11.68718,2164.44995,0.65682,6.83E-07,57.33333333,37.33333333,2.666666667,2.666666667,0,0,0,0.330427287
15.87436,16.28451,2134.19995,0.68337,7.39E-07,57.74647887,39.43661972,2.816901408,0,0,0,0,0.361290232
15.50749,15.91587,2692.23999,0.73139,8.45E-07,54.66666667,40,5.333333333,0,0,0,0,0.411090132
28.2693,28.47879,2360.20996,0.78886,8.84E-07,55.55555556,33.33333333,5.555555556,5.555555556,0,0,0,0.43631488
26.57146,27.21944,2947.63989,0.79284,1.09E-06,54.28571429,28.57142857,0,11.42857143,5.714285714,0,0,0.540804803
23.44404,23.82758,1889.14001,0.70641,5.85E-07,54.28571429,28.57142857,0,11.42857143,5.714285714,0,0,0.290022836
10.44122,11.07816,1492.72998,0.60426,4.34E-07,59.67741935,33.87096774,6.451612903,0,0,0,0,0.213806769
21.04598,21.25758,1559.44995,0.69989,6.09E-07,54.28571429,34.28571429,5.714285714,5.714285714,0,0,0,0.300866625
8.17764,8.52354,2379.22998,0.6713,6.18E-07,50,31.25,12.5,6.25,0,0,0,0.302881877
25.64626,25.83251,887.258,0.64963,6.56E-07,47.61904762,38.0952381,9.523809524,4.761904762,0,0,0,0.323334426
20.91048,20.94719,697.63898,0.57819,4.72E-07,45.45454545,31.81818182,9.090909091,13.63636364,0,0,0,0.234074934
21.36297,21.3994,814.45398,0.59934,5.33E-07,47.36842105,36.84210526,10.52631579,5.263157895,0,0,0,0.265308701
20.81371,20.86486,701.323,0.59373,4.71E-07,52.67175573,33.58778626,4.580152672,9.160305344,0,0,0,0.234673479
12.85958,13.21326,616.27301,0.45318,3.43E-07,46.66666667,40,6.666666667,6.666666667,0,0,0,0.170032195
13.06717,13.33101,979.45697,0.53675,2.27E-07,43.97905759,34.03141361,9.42408377,12.56544503,0,0,0,0.111302129
9.43269,10.49265,1337.43994,0.56638,3.33E-07,52.17391304,39.13043478,4.347826087,4.347826087,0,0,0,0.163928834
15.82205,16.14031,1627.89001,0.65932,4.81E-07,50,33.33333333,8.333333333,8.333333333,0,0,0,0.235940215
15.27966,15.57999,1359.12,0.63882,3.94E-07,50,25,8.333333333,8.333333333,0,8.333333333,0,0.195739195
13.37953,13.76832,1538.17004,0.61158,4.03E-07,46.66666667,40,6.666666667,6.666666667,0,0,0,0.19780064
14.60213,14.90134,1077.26001,0.59572,3.19E-07,50,16.66666667,8.333333333,8.333333333,0,16.66666667,0,0.157777913
11.09828,11.44839,1281.10999,0.58285,3.61E-07,46.15384615,26.92307692,11.53846154,15.38461538,0,0,0,0.178881853
12.29359,12.70656,1487.72998,0.61905,3.93E-07,46.15384615,30.76923077,7.692307692,15.38461538,0,0,0,0.194716454
9.83921,10.47163,1154.93994,0.56063,2.52E-07,43.75,37.5,6.25,12.5,0,0,0,0.124931154
14.7679,14.95308,1680.5,0.66154,4.89E-07,47.82608696,30.43478261,13.04347826,8.695652174,0,0,0,0.242239881
11.08735,11.55867,1259.14001,0.58537,3.23E-07,42.85714286,28.57142857,7.142857143,17.85714286,0,0,3.571428571,0.159917671
11.81351,12.12025,1384.18005,0.6103,3.88E-07,45.09803922,29.41176471,9.803921569,13.7254902,0,0,1.960784314,0.193529919
41.18724,41.35341,1920.66003,0.81003,9.63E-07,56.41025641,30.76923077,5.128205128,5.128205128,2.564102564,0,0,0.476528636
41.07725,41.24384,1907.06006,0.80898,9.58E-07,56.41025641,30.76923077,5.128205128,5.128205128,2.564102564,0,0,0.479985308
41.07724,41.24383,1907.06006,0.80898,9.58E-07,56.41025641,30.76923077,5.128205128,5.128205128,2.564102564,0,0,0.476744678
19.92352,20.13649,2879.78003,0.77849,9.60E-07,56.41025641,30.76923077,5.128205128,5.128205128,2.564102564,0,0,0.472812714
22.12966,22.41416,2458.56006,0.76802,7.45E-07,50,31.25,12.5,6.25,0,0,0,0.371595743
34.60352,34.76966,2391.57007,0.81162,9.82E-07,53.84615385,34.61538462,7.692307692,3.846153846,0,0,0,0.487027037
19.38528,19.70169,1504.72998,0.68237,5.51E-07,51.72413793,31.03448276,10.34482759,6.896551724,0,0,0,0.272309384
28.27452,28.92517,1870.31006,0.77389,8.06E-07,52.38095238,33.33333333,9.523809524,4.761904762,0,0,0,0.397823184
17.07883,17.20404,2117.95996,0.71205,6.32E-07,55.26315789,35.52631579,9.210526316,0,0,0,0,0.311042375
18.25002,18.37499,1985.66003,0.7086,6.12E-07,56.62650602,34.93975904,8.43373494,0,0,0,0,0.303938869
18.21743,18.51682,1895.14001,0.70959,5.84E-07,55.55555556,33.33333333,11.11111111,0,0,0,0,0.287898647
31.61215,31.79278,2155.76001,0.79112,8.97E-07,54.54545455,36.36363636,4.545454545,4.545454545,0,0,0,0.447273761
28.44948,28.64639,1957.64001,0.77762,7.81E-07,57.89473684,26.31578947,10.52631579,5.263157895,0,0,0,0.387474956
32.28787,32.45911,2271.82007,0.79607,8.89E-07,51.85185185,33.33333333,7.407407407,7.407407407,0,0,0,0.441043703
36.56538,36.80897,2763.38989,0.85104,1.28E-06,51.72413793,37.93103448,6.896551724,3.448275862,0,0,0,0.640691126
25.77334,25.9916,2115.88989,0.76487,7.28E-07,43.75,31.25,12.5,12.5,0,0,0,0.362467413
9.78342,10.31205,5095.2002,0.76468,9.42E-07,43.75,31.25,12.5,12.5,0,0,0,0.465548158
21.62618,22.03485,3055.20996,0.78996,8.28E-07,55.17241379,34.48275862,6.896551724,3.448275862,0,0,0,0.413831935
17.09611,17.39366,1659.09998,0.67767,5.37E-07,55.17241379,34.48275862,6.896551724,3.448275862,0,0,0,0.264623053
11.93881,12.3729,1502.18994,0.62197,4.11E-07,52.63157895,31.57894737,10.52631579,5.263157895,0,0,0,0.202278875
29.60757,29.79749,1719.84998,0.76171,6.95E-07,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0,0.34558098
10.84085,11.30825,1553.48999,0.6116,3.95E-07,52.63157895,31.57894737,10.52631579,5.263157895,0,0,0,0.195542265
26.12562,26.31246,1610,0.74494,6.92E-07,56.25,18.75,0,12.5,6.25,0,6.25,0.341177899
18.12098,18.55944,3391.18994,0.79302,5.79E-07,56.09756098,34.14634146,4.87804878,0,0,0,4.87804878,0.287164224
16.81645,17.25338,2047.84998,0.70558,5.96E-07,51.02040816,36.73469388,4.081632653,4.081632653,0,0,4.081632653,0.293697591
11.03238,11.31706,1450.43005,0.62682,4.06E-07,51.02040816,36.73469388,4.081632653,4.081632653,0,0,4.081632653,0.202099679
15.51812,16.08668,1965,0.68386,5.67E-07,56.09756098,34.14634146,4.87804878,0,0,0,4.87804878,0.278408121
13.08207,13.31199,1567.98999,0.61489,4.70E-07,59.67741935,33.87096774,3.225806452,0,0,0,3.225806452,0.23109134
16.84206,17.09377,2353.6001,0.73911,7.28E-07,56.09756098,34.14634146,4.87804878,0,0,0,4.87804878,0.363428015
16.65947,17.83709,3780.22998,0.8108,1.35E-06,58.82352941,33.33333333,3.921568627,0,0,0,3.921568627,0.664333936
18.22137,18.52289,1958.51001,0.71396,5.97E-07,55.55555556,33.33333333,11.11111111,0,0,0,0,0.295875033
36.02662,36.22341,2541.97998,0.83318,1.10E-06,56,36,8,0,0,0,0,0.549608311
29.06389,29.23421,1974.52002,0.7854,8.32E-07,52.38095238,33.33333333,9.523809524,4.761904762,0,0,0,0.415261899
28.14444,28.34379,2568.22998,0.796,9.28E-07,52.94117647,35.29411765,11.76470588,0,0,0,0,0.460625724
31.3874,31.56586,2411.44995,0.79647,9.49E-07,52.38095238,38.0952381,9.523809524,0,0,0,0,0.476067714
21.08933,21.41247,2733.03003,0.70714,5.43E-07,38.33333333,48.33333333,3.333333333,10,0,0,0,0.267145927
7.22529,8.04312,1396.04004,0.57875,2.93E-07,41.26984127,39.68253968,12.6984127,6.349206349,0,0,0,0.1440824
17.64716,17.87382,1949.57996,0.69616,6.10E-07,61.01694915,32.20338983,6.779661017,0,0,0,0,0.304462729
4.52926,5.62048,354.99301,0.48239,1.74E-07,50.87719298,31.57894737,5.263157895,12.28070175,0,0,0,0.085701349
8.33297,9.01622,941.11298,0.51892,2.47E-07,38.23529412,23.52941176,5.882352941,5.882352941,0,26.47058824,0,0.12264792
12.37536,13.01052,1301.27002,0.63655,3.13E-07,41.07142857,28.57142857,7.142857143,7.142857143,0,16.07142857,0,0.155997665
23.10632,24.37679,6278.75,0.89652,2.06E-06,51.80722892,36.14457831,7.228915663,0,1.204819277,3.614457831,0,1.021304136
14.26271,20.55214,6376.93994,0.88986,1.95E-06,51.80722892,36.14457831,7.228915663,0,1.204819277,3.614457831,0,0.962271573
12.16505,12.65039,1719.80005,0.64109,4.81E-07,55,35,5,5,0,0,0,0.239827457
11.77594,12.25809,1744.44995,0.6368,4.80E-07,57.89473684,36.84210526,5.263157895,0,0,0,0,0.238362767
28.6635,28.88683,2373.82007,0.79857,8.60E-07,52.38095238,33.33333333,9.523809524,4.761904762,0,0,0,0.431095288
14.62566,14.80593,1787.18994,0.63327,4.51E-07,60.29411765,32.35294118,4.411764706,2.941176471,0,0,0,0.223296022
14.58254,14.83456,1906.56006,0.64182,4.68E-07,60.29411765,35.29411765,4.411764706,0,0,0,0,0.23032921
11.57197,11.8022,2157.3501,0.67536,6.35E-07,57.8125,35.9375,6.25,0,0,0,0,0.311179027
6.87534,7.48988,2333.81006,0.66716,6.67E-07,47.61904762,42.85714286,9.523809524,0,0,0,0,0.327685297
6.87534,7.48988,2333.81006,0.66716,6.67E-07,47.61904762,42.85714286,9.523809524,0,0,0,0,0.327685297
19.1715,19.44004,1570.93005,0.66093,5.29E-07,50,40,10,0,0,0,0,0.263525637
6.52104,7.18122,1889.33997,0.64885,6.30E-07,50,40,10,0,0,0,0,0.312958277
26.6394,26.8188,1897.27002,0.76929,7.73E-07,53.33333333,31.11111111,8.888888889,4.444444444,0,0,2.222222222,0.383569766
31.83908,31.90876,2114.04004,0.79758,8.82E-07,56.52173913,30.43478261,8.695652174,0,0,0,4.347826087,0.437601549
8.82857,9.32519,1285.13,0.57528,3.24E-07,50,16.66666667,16.66666667,16.66666667,0,0,0,0.158906323
8.80112,9.30795,1305.55005,0.57907,3.28E-07,50,16.66666667,16.66666667,16.66666667,0,0,0,0.161613133
8.70331,9.20886,1193.68994,0.55684,3.20E-07,42.85714286,28.57142857,14.28571429,14.28571429,0,0,0,0.158092951
8.92012,9.13623,1233.83997,0.55884,3.37E-07,50,16.66666667,16.66666667,16.66666667,0,0,0,0.165319805
7.21421,7.59461,1191.04004,0.54757,3.24E-07,50,16.66666667,16.66666667,16.66666667,0,0,0,0.159396587
5.50941,6.11261,802.03101,0.4967,2.63E-07,50,16.66666667,16.66666667,16.66666667,0,0,0,0.128363562
8.82172,9.31862,1282.72998,0.57483,3.24E-07,50,16.66666667,16.66666667,16.66666667,0,0,0,0.158885607
15.54002,16.19731,6203.4502,0.82749,1.42E-06,43.04932735,40.80717489,10.76233184,5.381165919,0,0,0,0.709681899
48.99332,49.11424,2357.09009,0.85876,1.37E-06,58.33333333,36.11111111,5.555555556,0,0,0,0,0.67470287
20.39761,20.66272,2036,0.72727,6.53E-07,56.04395604,32.96703297,10.98901099,0,0,0,0,0.323948731
20.09546,20.36428,2011.51001,0.72766,6.35E-07,54.54545455,30.68181818,14.77272727,0,0,0,0,0.315071997
29.73621,29.96288,2542.69995,0.80659,9.89E-07,58.18181818,34.54545455,4.848484848,2.424242424,0,0,0,0.485387948
16.49428,16.67271,1922.47998,0.68944,5.55E-07,58.62068966,31.03448276,10.34482759,0,0,0,0,0.274282394
17.51403,17.65225,1952.73999,0.70161,5.67E-07,55.55555556,33.33333333,11.11111111,0,0,0,0,0.281346168
18.1616,18.35439,1961.56006,0.70551,5.98E-07,57.14285714,35.71428571,7.142857143,0,0,0,0,0.294960602
19.91979,20.01108,1799.19995,0.70456,6.26E-07,57.14285714,28.57142857,7.142857143,0,0,0,7.142857143,0.310235145
12.57855,12.97634,1029.48999,0.54788,2.70E-07,55.81395349,33.72093023,6.976744186,3.488372093,0,0,0,0.13373757
12.4688,12.9586,1576.94995,0.63602,4.04E-07,53.06122449,36.73469388,6.12244898,4.081632653,0,0,0,0.201501122
5.5071,7.07856,3028.36011,0.67025,7.54E-07,56.96202532,37.97468354,5.063291139,0,0,0,0,0.37280126
5.44161,6.92342,2852.3501,0.67053,7.06E-07,55.26315789,35.52631579,9.210526316,0,0,0,0,0.348442891
8.92878,9.43745,1046.87,0.5188,3.39E-07,62.5,12.5,25,0,0,0,0,0.166572485
11.4595,11.87365,1620.83997,0.62298,4.10E-07,53.57142857,33.92857143,10.71428571,1.785714286,0,0,0,0.203549797
3.94498,4.47015,247.332,0.43971,3.44E-07,62.5,0,25,12.5,0,0,0,0.1659077
21.16998,21.52877,2436.72998,0.76574,7.95E-07,51.13636364,34.09090909,11.36363636,3.409090909,0,0,0,0.396460055
15.70244,16.08588,1675.84998,0.67511,5.28E-07,59.09090909,31.81818182,4.545454545,0,0,0,4.545454545,0.262700632
14.9013,15.25478,1545.46997,0.65802,4.70E-07,57.14285714,28.57142857,9.523809524,0,0,0,4.761904762,0.233766333
14.24164,17.2968,8011.06982,0.89052,2.05E-06,54.28571429,31.42857143,8.571428571,5.714285714,0,0,0,1.014265029
12.58386,12.73972,2118.67993,0.66899,4.89E-07,38,44,10,8,0,0,0,0.243415622
9.62021,10.24517,1821.78003,0.65707,4.75E-07,37.5,46.42857143,8.928571429,7.142857143,0,0,0,0.235800163
9.29008,9.78939,2162.79004,0.67515,5.27E-07,37.09677419,48.38709677,8.064516129,6.451612903,0,0,0,0.258633215
9.4029,10.03326,1590.06995,0.64423,4.07E-07,36.84210526,45.61403509,8.771929825,8.771929825,0,0,0,0.203722635
7.05379,7.68943,1911.73999,0.60713,5.33E-07,60,37.14285714,2.857142857,0,0,0,0,0.261892466
22.4477,22.68783,2309.59009,0.75687,7.73E-07,53.33333333,33.33333333,13.33333333,0,0,0,0,0.382214492
36.01552,36.16119,2114.87988,0.80873,9.79E-07,57.69230769,30.76923077,11.53846154,0,0,0,0,0.485614643
50.04182,50.14914,2240.73999,0.85425,1.35E-06,58.33333333,33.33333333,8.333333333,0,0,0,0,0.666982782
19.52389,19.85577,2233.05005,0.73138,7.36E-07,58.62068966,37.93103448,3.448275862,0,0,0,0,0.364636505
19.37945,19.68457,2145.72998,0.7224,6.58E-07,57.14285714,35.71428571,7.142857143,0,0,0,0,0.325895476
18.61138,18.89159,1926.26001,0.70664,5.79E-07,55.55555556,33.33333333,11.11111111,0,0,0,0,0.288623763
23.68832,23.79747,1952.92004,0.7556,7.22E-07,58.82352941,30.88235294,5.882352941,0,0,2.941176471,1.470588235,0.358919578
25.80442,26.02627,1990.32996,0.76025,7.46E-07,58.82352941,30.88235294,5.882352941,0,0,2.941176471,1.470588235,0.36735956
27.19968,27.4266,2082.36011,0.76219,7.84E-07,58.82352941,33.82352941,5.882352941,0,0,0,1.470588235,0.387213457
18.21722,18.3963,1751.31995,0.68532,5.59E-07,59.09090909,34.09090909,6.818181818,0,0,0,0,0.27615484
18.66531,18.83337,1739.89001,0.68045,5.35E-07,60,33.33333333,6.666666667,0,0,0,0,0.266286571
27.45548,27.55602,1709.81006,0.77121,6.23E-07,55,30,10,0,0,5,0,0.310054167
11.79846,12.29968,1893.02002,0.73692,6.28E-07,55,30,10,0,0,5,0,0.30797238
27.92171,27.98486,1856.28003,0.77909,6.89E-07,57.14285714,33.33333333,4.761904762,0,0,4.761904762,0,0.341462476
13.58025,13.82495,2490.62012,0.74713,6.47E-07,57.14285714,33.33333333,4.761904762,0,0,4.761904762,0,0.319594223
7.43582,7.79146,992.41199,0.51987,2.50E-07,53.96825397,38.0952381,6.349206349,0,0,1.587301587,0,0.123368633
14.44401,14.90801,1839.23999,0.67203,4.93E-07,55.31914894,39.36170213,4.255319149,0,0,1.063829787,0,0.242930343
11.53658,11.85223,1505.13,0.63408,5.77E-07,55,38.75,2.5,3.75,0,0,0,0.284515366
8.6479,9.37898,1978.56995,0.68696,7.35E-07,55,38.75,2.5,3.75,0,0,0,0.364004017
9.16447,9.40749,1639.16003,0.60829,4.21E-07,52.87356322,40.22988506,2.298850575,4.597701149,0,0,0,0.206350048
9.36869,10.34793,1925.04004,0.6727,6.71E-07,52.87356322,40.22988506,2.298850575,4.597701149,0,0,0,0.331693721
14.44648,14.76002,1693.40002,0.5834,3.55E-07,36.66666667,50,6.666666667,6.666666667,0,0,0,0.175503103
16.06055,16.78763,1930.67004,0.69765,5.54E-07,54.94505495,35.16483516,3.296703297,1.098901099,1.098901099,4.395604396,0,0.275511213
19.18724,19.46333,2089.88989,0.72236,6.73E-07,58.13953488,37.20930233,4.651162791,0,0,0,0,0.334213967
36.08773,36.45925,2501.26001,0.81424,9.70E-07,63.51351351,34.45945946,2.027027027,0,0,0,0,0.482963939
10.78793,10.99587,1195.66003,0.55578,3.73E-07,63.51351351,34.45945946,2.027027027,0,0,0,0,0.182725572
10.79332,11.0012,1197.46997,0.556,3.73E-07,63.51351351,34.45945946,2.027027027,0,0,0,0,0.182338367
14.4602,14.79794,1398.01001,0.64112,3.50E-07,63.51351351,34.45945946,2.027027027,0,0,0,0,0.174937832
23.35801,26.04451,7384.58984,0.92171,2.81E-06,59.56043956,35.16483516,2.637362637,0,0,2.637362637,0,1.381536395
22.91987,25.90465,7083.99023,0.91961,2.66E-06,59.56043956,32.52747253,2.637362637,0,0,5.274725275,0,1.312214576
20.04358,20.29452,1733.07996,0.69095,5.27E-07,61.11111111,22.22222222,5.555555556,11.11111111,0,0,0,0.261863091
37.23286,37.39371,2177.80005,0.81045,9.96E-07,57.69230769,30.76923077,11.53846154,0,0,0,0,0.493275073
10.41037,17.14584,7892.72021,0.88436,1.91E-06,50.32679739,39.21568627,2.614379085,5.22875817,0,2.614379085,0,0.947960092
16.58384,16.80389,6017.39014,0.82869,1.33E-06,50.31055901,39.7515528,2.48447205,4.968944099,0,2.48447205,0,0.656152133
11.45686,14.18957,4406.70996,0.7849,1.06E-06,49.67741935,38.70967742,2.580645161,6.451612903,0,2.580645161,0,0.520431456
6.48112,7.17363,1019.53998,0.50584,2.74E-07,46.90265487,42.47787611,3.539823009,7.079646018,0,0,0,0.134193014
5.7427,6.53462,1497.90002,0.58686,3.13E-07,46.90265487,42.47787611,3.539823009,7.079646018,0,0,0,0.154003774
8.20476,8.47462,1008.35999,0.51548,3.30E-07,42.85714286,28.57142857,14.28571429,14.28571429,0,0,0,0.161735654
14.58788,14.96789,1626,0.64865,4.81E-07,50,33.33333333,8.333333333,8.333333333,0,0,0,0.239295915
12.31699,12.84024,1651.5,0.62368,4.30E-07,46.66666667,40,6.666666667,6.666666667,0,0,0,0.213000362
8.24432,8.49703,1021.69,0.50988,3.26E-07,42.85714286,28.57142857,14.28571429,14.28571429,0,0,0,0.159974281
12.93992,13.36258,1643.52002,0.64815,4.84E-07,50,33.33333333,8.333333333,8.333333333,0,0,0,0.239617441
10.60102,11.19453,1665.68994,0.62111,3.97E-07,46.66666667,40,6.666666667,6.666666667,0,0,0,0.197624084
14.42675,14.81536,2106.8501,0.6993,5.79E-07,53.125,34.375,9.375,3.125,0,0,0,0.289049918
10.42928,11.03825,2077.71997,0.68238,5.03E-07,51.42857143,28.57142857,8.571428571,2.857142857,0,8.571428571,0,0.247499491
10.49106,11.21361,1831.77002,0.66707,4.12E-07,50,23.68421053,7.894736842,2.631578947,0,15.78947368,0,0.202600513
23.28106,23.54633,2235.1001,0.75153,7.22E-07,55.55555556,28.57142857,9.523809524,0,0,0,6.349206349,0.355610139
28.52738,28.71266,1770.12,0.74683,7.10E-07,60.86956522,26.08695652,0,8.695652174,4.347826087,0,0,0.351843496
4.94969,5.08169,649.73297,0.50423,2.80E-07,57.02479339,33.05785124,3.305785124,3.305785124,0,3.305785124,0,0.13638539
11.87647,11.97179,1386.60999,0.58624,3.70E-07,57.44680851,34.04255319,2.836879433,2.836879433,0,2.836879433,0,0.183514941
8.74576,9.32459,1814.81995,0.62226,6.11E-07,58.82352941,37.25490196,3.921568627,0,0,0,0,0.30061078
10.82146,11.3201,2104.41992,0.67365,6.04E-07,58.82352941,38.23529412,2.941176471,0,0,0,0,0.30084752
11.22728,11.51302,2091.75,0.67934,6.52E-07,59.15492958,38.02816901,2.816901408,0,0,0,0,0.317656205
11.23506,11.48174,1112.84998,0.5508,3.97E-07,57.97101449,39.13043478,2.898550725,0,0,0,0,0.196094769
8.29456,9.07909,896.66901,0.51858,4.46E-07,57.89473684,38.59649123,3.50877193,0,0,0,0,0.217820634
8.75566,9.48482,866.10901,0.53164,2.80E-07,57.97101449,37.68115942,2.898550725,1.449275362,0,0,0,0.136444182
11.10645,11.55996,1218.23999,0.58928,4.69E-07,57.14285714,40,2.857142857,0,0,0,0,0.228704048
38.43635,38.58992,2728.32007,0.83227,1.20E-06,56,40,4,0,0,0,0,0.598823204
38.80579,38.95141,2673.72998,0.83038,1.20E-06,56,40,4,0,0,0,0,0.594806762
18.81812,19.05409,2037.66003,0.70366,5.30E-07,40.90909091,40.90909091,9.090909091,9.090909091,0,0,0,0.264378753
18.22049,18.42059,2091.18994,0.70771,5.39E-07,45,35,10,10,0,0,0,0.265276052
21.62846,21.87495,2004.17004,0.72427,6.30E-07,54.28571429,31.42857143,8.571428571,5.714285714,0,0,0,0.313876551
27.14168,27.77487,2201.29004,0.77095,8.37E-07,61.31386861,34.30656934,4.379562044,0,0,0,0,0.414227557
28.19316,28.40266,2083.41992,0.76488,7.85E-07,59.09090909,31.81818182,9.090909091,0,0,0,0,0.390559575
36.34739,36.53344,2237.8501,0.8069,1.01E-06,60.71428571,35.71428571,3.571428571,0,0,0,0,0.502103981
15.70379,16.277,1556.06995,0.62679,4.75E-07,61.29032258,32.25806452,6.451612903,0,0,0,0,0.232744695
9.56327,10.06097,1606.75,0.59998,4.21E-07,55.55555556,33.33333333,11.11111111,0,0,0,0,0.20952716
8.2899,8.81865,1545.27002,0.56657,3.79E-07,53.33333333,33.33333333,6.666666667,6.666666667,0,0,0,0.185461697
17.43493,17.64378,1838.87,0.68238,5.81E-07,61.01694915,32.20338983,6.779661017,0,0,0,0,0.285862864
21.77951,23.56194,6753.41016,0.89151,2.10E-06,58.71559633,35.77981651,5.504587156,0,0,0,0,1.040862087
30.03619,30.13191,1620.66003,0.766,7.00E-07,57.14285714,19.04761905,4.761904762,0,0,19.04761905,0,0.345048578
8.30118,8.60505,1355.22998,0.57256,3.63E-07,46.15384615,46.15384615,2.564102564,0,0,5.128205128,0,0.178852258
6.83415,7.3515,1861.56006,0.59623,4.09E-07,46.15384615,43.58974359,2.564102564,0,0,7.692307692,0,0.200224194
11.80341,11.96024,1616.89001,0.60908,4.14E-07,62.5,34.375,3.125,0,0,0,0,0.204745714
25.77232,26.07141,2190.62012,0.72857,7.56E-07,54.76190476,38.0952381,7.142857143,0,0,0,0,0.375010191
4.94493,5.85895,132.912,0.37585,4.65E-08,60.86956522,34.7826087,4.347826087,0,0,0,0,0.022725815
35.22626,35.42552,2259.01001,0.79735,8.91E-07,57.14285714,33.33333333,7.142857143,2.380952381,0,0,0,0.440471027
35.40931,35.5884,2141.86011,0.78872,8.98E-07,58.13953488,34.88372093,4.651162791,2.325581395,0,0,0,0.445099075
16.16555,16.49002,2192.69995,0.69989,6.10E-07,54.54545455,36.36363636,9.090909091,0,0,0,0,0.304032596
14.30241,14.64987,1975.79004,0.6696,4.91E-07,50,33.33333333,8.333333333,8.333333333,0,0,0,0.24287142
14.03672,14.38994,2071.04004,0.68263,5.45E-07,52.17391304,34.7826087,8.695652174,4.347826087,0,0,0,0.270958336
15.74723,16.00318,2020.29004,0.69432,5.86E-07,59.03614458,36.14457831,4.819277108,0,0,0,0,0.291113906
9.24865,9.46474,1723.28003,0.57422,3.54E-07,54.28571429,34.28571429,5.714285714,5.714285714,0,0,0,0.174568747
38.05264,38.2086,2453.76001,0.8233,1.11E-06,57.69230769,38.46153846,3.846153846,0,0,0,0,0.545244248
11.35663,11.85318,1539.35999,0.62497,3.90E-07,52.63157895,31.57894737,10.52631579,5.263157895,0,0,0,0.190375797
18.8451,19.162,1785.16003,0.61911,3.82E-07,56.75675676,27.02702703,13.51351351,2.702702703,0,0,0,0.1907362
23.22778,23.4588,2543.81006,0.74367,7.18E-07,55.55555556,37.03703704,3.703703704,3.703703704,0,0,0,0.356229561
9.8254,10.15113,1395.31995,0.57733,3.86E-07,52.94117647,31.37254902,7.843137255,5.882352941,0,0,1.960784314,0.19011077
14.60414,14.92935,1395.31006,0.63533,4.75E-07,50,33.33333333,8.333333333,8.333333333,0,0,0,0.235735137
13.70762,14.02818,996.021,0.58856,3.21E-07,50,16.66666667,8.333333333,8.333333333,0,16.66666667,0,0.157440669
23.81489,24.00245,1602.01001,0.7304,7.21E-07,51.35135135,35.13513514,8.108108108,5.405405405,0,0,0,0.358439887
22.67748,22.95456,1847.09998,0.73629,6.98E-07,48.8372093,39.53488372,6.976744186,4.651162791,0,0,0,0.346898271
22.94011,23.19791,2120.75,0.74917,7.40E-07,54.54545455,36.36363636,6.060606061,3.03030303,0,0,0,0.367668643
22.87723,23.12497,2032.59998,0.74545,7.04E-07,53.125,34.375,9.375,3.125,0,0,0,0.350264031
26.08678,26.30732,1657.68994,0.72269,6.59E-07,55.73770492,32.78688525,9.836065574,0,0,0,1.639344262,0.327596955
21.3814,21.59726,2081.90991,0.7139,6.48E-07,52.63157895,42.10526316,5.263157895,0,0,0,0,0.321865335
7.56505,8.01074,3515.62012,0.70952,9.27E-07,52.63157895,42.10526316,5.263157895,0,0,0,0,0.451719401
6.35818,7.92423,1656.57996,0.5615,4.83E-07,60.86956522,36.23188406,2.898550725,0,0,0,0,0.236405967
10.68167,10.96432,1511.71997,0.57293,3.93E-07,59.67741935,37.09677419,3.225806452,0,0,0,0,0.194090969
15.01901,15.36462,1370.67004,0.63163,3.72E-07,46.80851064,29.78723404,8.510638298,14.89361702,0,0,0,0.185125285
10.87314,11.08394,1434.5,0.58534,3.01E-07,46.15384615,30.76923077,7.692307692,15.38461538,0,0,0,0.148307477
9.36276,9.5498,1083.91003,0.55544,2.32E-07,45.61403509,31.57894737,7.01754386,15.78947368,0,0,0,0.11410361
