PLD (Å),LCD (Å),Sacc (m2/g-1),Porosity,KO2 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,%Ametal,O2-10 bar (mol/kg)
18.07182,18.53359,1954.44,0.70566,1.58E-06,58,36,6,0,0,0,0,1.463914144
9.97193,10.44945,1823.55,0.62708,1.92E-06,50,33.33333333,16.66666667,0,0,0,0,1.760318704
9.29839,9.76611,1544.51,0.59258,2.04E-06,50,33.33333333,16.66666667,0,0,0,0,1.823743089
29.11056,29.29453,1870.34,0.7632,1.69E-06,61.11111111,22.22222222,0,11.11111111,5.555555556,0,0,1.63210761
29.68302,29.86296,2071.6,0.78602,1.62E-06,52.38095238,33.33333333,9.523809524,4.761904762,0,0,0,1.561381279
12.07344,12.33825,3298.03,0.75084,2.43E-06,52.38095238,33.33333333,9.523809524,4.761904762,0,0,0,2.267902853
10.1596,10.5606,1305.72,0.57934,1.80E-06,42.85714286,28.57142857,14.28571429,14.28571429,0,0,0,1.611253623
31.67982,31.93506,2448.75,0.82536,1.98E-06,54.54545455,27.27272727,4.545454545,9.090909091,4.545454545,0,0,1.904998707
11.36215,11.54437,1129.92,0.55868,1.64E-06,60,25,5,10,0,0,0,1.447538126
12.6352,13.02033,1452.87,0.61674,2.67E-06,60,20,10,10,0,0,0,2.199774952
28.67772,28.86447,1950.31,0.771,1.90E-06,60,30,5,5,0,0,0,1.813345814
16.56768,16.88792,1714.36,0.66374,1.68E-06,61.53846154,38.46153846,0,0,0,0,0,1.537854402
21.08443,21.27538,2039.01,0.6908,1.94E-06,54.83870968,38.70967742,3.225806452,0,0,0,3.225806452,1.678416017
21.54252,21.84179,2043.69,0.7174,1.72E-06,60.71428571,32.14285714,3.571428571,0,0,0,3.571428571,1.566744983
15.58649,15.79013,1927.2,0.68516,1.55E-06,59.52380952,35.71428571,4.761904762,0,0,0,0,1.453424033
22.49727,22.82201,2287.09,0.75268,1.83E-06,58.18181818,36.36363636,5.454545455,0,0,0,0,1.70737287
13.84176,14.11905,1836.85,0.6642,1.57E-06,59.52380952,35.71428571,4.761904762,0,0,0,0,1.453146153
29.88783,30.08263,1741.96,0.7759,2.00E-06,57.89473684,21.05263158,0,10.52631579,5.263157895,0,5.263157895,1.88112059
31.38514,31.68082,2277.34,0.77402,2.32E-06,58.13953488,32.55813953,4.651162791,0,0,0,4.651162791,2.067957684
23.42764,23.68646,1782.64,0.72634,2.26E-06,50,30.76923077,0,11.53846154,3.846153846,0,3.846153846,1.934725315
7.49194,8.42477,5204.86,0.77266,3.83E-06,47.82608696,43.47826087,8.695652174,0,0,0,0,3.676953236
7.37376,8.49886,4304.48,0.7488,3.71E-06,44,40,8,8,0,0,0,3.497082213
31.32681,31.50293,2056.26,0.73294,1.77E-06,56.98924731,36.55913978,6.451612903,0,0,0,0,1.628934884
9.73082,11.35144,3488.17,0.71632,4.87E-06,56.98924731,36.55913978,6.451612903,0,0,0,0,4.025775431
8.981,9.50439,1091.97,0.50322,1.81E-06,50,37.5,6.25,0,6.25,0,0,1.558984258
15.93388,16.0767,2731.74,0.72326,2.37E-06,56.06060606,36.36363636,7.575757576,0,0,0,0,2.080733632
15.87921,16.17243,1425.81,0.62994,1.74E-06,56.52173913,26.08695652,4.347826087,8.695652174,4.347826087,0,0,1.586337609
35.2441,35.39294,1897.75,0.79356,1.98E-06,53.57142857,32.14285714,3.571428571,7.142857143,3.571428571,0,0,1.833987705
32.73607,32.90312,1910.99,0.78096,2.07E-06,51.61290323,35.48387097,3.225806452,6.451612903,3.225806452,0,0,1.896186074
8.53533,9.02441,928.833,0.4902,1.85E-06,50,28.57142857,7.142857143,7.142857143,7.142857143,0,0,1.507379327
8.54051,9.02697,907.124,0.48356,1.85E-06,50,28.57142857,7.142857143,7.142857143,7.142857143,0,0,1.51407833
10.6911,11.33366,1450.41,0.57354,2.04E-06,47.6635514,47.6635514,3.738317757,0,0.934579439,0,0,1.719124565
34.44668,34.61497,1924.91,0.79376,1.98E-06,55.17241379,34.48275862,0,6.896551724,3.448275862,0,0,1.865394248
22.28222,22.52993,1811.83,0.73536,1.77E-06,57.14285714,28.57142857,7.142857143,0,0,0,7.142857143,1.639021715
29.34631,29.53268,1927.96,0.77516,1.96E-06,57.89473684,31.57894737,5.263157895,0,0,0,5.263157895,1.824197995
14.50589,14.87005,1498.63,0.64632,1.67E-06,59.09090909,31.81818182,4.545454545,0,0,0,4.545454545,1.518621199
15.39744,15.74056,1641.19,0.67062,1.52E-06,57.14285714,28.57142857,9.523809524,0,0,0,4.761904762,1.403355457
34.82461,34.97956,1866.35,0.79366,1.96E-06,56.52173913,26.08695652,0,13.04347826,4.347826087,0,0,1.838038541
15.76522,16.06665,2164.64,0.71522,1.92E-06,48.7804878,34.14634146,14.63414634,0,0,0,2.43902439,1.71213474
7.84341,8.45883,1393.3,0.56732,2.52E-06,58.69565217,34.7826087,6.52173913,0,0,0,0,2.020262558
7.98521,9.86309,3946.15,0.72614,3.97E-06,51.2605042,42.01680672,3.361344538,3.361344538,0,0,0,3.451936778
18.49772,23.03655,8580.7,0.9386,5.24E-06,53.4591195,41.50943396,2.51572327,2.51572327,0,0,0,5.043537331
5.02763,5.77387,1101.82,0.57018,3.73E-06,52.63157895,40.35087719,3.50877193,3.50877193,0,0,0,2.579324214
5.05599,5.65179,607.027,0.55358,5.14E-06,50.84745763,38.98305085,3.389830508,6.779661017,0,0,0,3.092701251
23.44472,23.68264,1927.91,0.73568,1.72E-06,52.94117647,35.29411765,5.882352941,5.882352941,0,0,0,1.602339062
21.65111,21.90241,1667.04,0.69412,1.72E-06,50,40,5,5,0,0,0,1.569633208
14.56137,14.80414,1601.61,0.65458,1.47E-06,50,33.33333333,8.333333333,8.333333333,0,0,0,1.332846446
10.9469,11.39779,1390.45,0.58732,1.83E-06,55,35,5,5,0,0,0,1.606911483
7.16556,9.34656,4266.05,0.7499,9.92E-06,56.60377358,35.8490566,5.031446541,2.51572327,0,0,0,5.854473225
18.84768,19.35841,2221.59,0.75284,1.71E-06,56.25,31.25,3.125,0,0,9.375,0,1.582424587
18.58985,19.00793,1891.19,0.72758,1.34E-06,54.83870968,29.03225806,6.451612903,0,0,9.677419355,0,1.249959197
31.34049,31.52027,1938.68,0.7794,1.88E-06,57.14285714,28.57142857,0,9.523809524,4.761904762,0,0,1.782586594
8.50466,9.68318,5308.23,0.79852,3.61E-06,48.97959184,32.65306122,0,8.163265306,10.20408163,0,0,3.489083447
19.05082,27.47264,6351.38,0.9169,4.58E-06,63.63636364,20.77922078,0,10.38961039,5.194805195,0,0,4.473171434
24.20917,24.5783,2109.22,0.73274,2.33E-06,56.75675676,32.43243243,0,10.81081081,0,0,0,2.044924036
7.6513,8.38327,513.384,0.53882,5.54E-07,42.10526316,42.10526316,0,10.52631579,5.263157895,0,0,0.527318591
37.54961,37.74057,2647.6,0.83454,2.24E-06,57.69230769,38.46153846,3.846153846,0,0,0,0,2.131231297
34.3979,34.55962,2449.5,0.82182,2.14E-06,57.69230769,34.61538462,0,7.692307692,0,0,0,2.029232443
55.44839,55.49799,2371.05,0.86226,2.50E-06,57.14285714,38.7755102,0,4.081632653,0,0,0,2.357374998
9.79296,10.47702,1277.65,0.58932,6.82E-07,43.75,37.5,0,12.5,6.25,0,0,0.66502759
12.22497,12.7233,1965.68,0.6377,1.81E-06,46.15384615,30.76923077,0,15.38461538,7.692307692,0,0,1.611329116
13.70357,14.0752,1601.26,0.63478,2.38E-06,50,20,0,20,10,0,0,2.023170337
27.14113,34.56119,7623.71,0.90746,4.55E-06,57.63546798,38.42364532,3.9408867,0,0,0,0,4.400446098
5.40897,9.86824,4214.86,0.72396,3.97E-06,39.48339483,44.2804428,0,8.856088561,7.380073801,0,0,3.427931871
9.26179,9.35855,3254.74,0.72776,4.16E-06,56.16438356,38.35616438,5.479452055,0,0,0,0,3.51589328
4.33795,4.58342,399.366,0.46242,3.53E-06,56.16438356,38.35616438,5.479452055,0,0,0,0,1.696460165
8.87996,8.97856,1869.59,0.62822,4.24E-06,56.16438356,38.35616438,5.479452055,0,0,0,0,3.530388737
4.09217,4.35137,258.579,0.43584,4.59E-06,56.16438356,38.35616438,5.479452055,0,0,0,0,1.879461916
12.74558,13.0458,1134.58,0.5562,3.07E-06,66.66666667,13.33333333,6.666666667,13.33333333,0,0,0,1.985171155
12.78481,13.08945,1111.54,0.59634,2.95E-06,64.28571429,14.28571429,7.142857143,14.28571429,0,0,0,2.21115959
8.28768,8.45131,1791.81,0.62786,1.36E-06,56.98924731,38.70967742,4.301075269,0,0,0,0,1.242747138
18.69066,20.45335,3980.38,0.81322,7.41E-06,56.60377358,35.8490566,7.547169811,0,0,0,0,4.15731425
30.82882,31.00347,2234.24,0.78856,1.92E-06,52.38095238,38.0952381,4.761904762,4.761904762,0,0,0,1.818133868
23.14657,23.37377,2027.01,0.74468,1.79E-06,50,37.5,6.25,6.25,0,0,0,1.657693263
16.8085,17.19339,2642.36,0.72696,2.13E-06,40.90909091,40.90909091,9.090909091,9.090909091,0,0,0,1.897470168
32.26851,32.49748,2597.35,0.82036,1.73E-06,46.875,40.625,6.25,6.25,0,0,0,1.644484982
21.98706,22.24941,1742.73,0.7308,1.84E-06,55.55555556,27.77777778,5.555555556,11.11111111,0,0,0,1.66713
23.64538,23.86875,1697.67,0.72312,1.76E-06,56.25,25,0,12.5,6.25,0,0,1.640728592
8.56216,9.14896,1114.65,0.53162,2.44E-06,57.14285714,21.42857143,0,14.28571429,7.142857143,0,0,2.00053028
24.14836,24.38426,1743.58,0.73324,1.76E-06,57.14285714,30.15873016,3.174603175,6.349206349,3.174603175,0,0,1.609857259
16.21639,16.54198,1595.7,0.65038,1.57E-06,58.33333333,29.16666667,0,8.333333333,4.166666667,0,0,1.454940917
17.28794,17.6262,1612.52,0.67756,3.02E-06,62.22222222,28.88888889,4.444444444,0,0,0,4.444444444,2.39289462
25.30476,25.68704,2252.6,0.7401,2.60E-06,56.75675676,37.83783784,5.405405405,0,0,0,0,2.240986767
18.04318,18.33921,2142.94,0.68034,1.18E-06,41.66666667,37.5,8.333333333,12.5,0,0,0,1.112949799
25.21035,25.45912,2597.93,0.79384,1.72E-06,46.66666667,33.33333333,13.33333333,6.666666667,0,0,0,1.636162456
10.98125,12.52501,5102.7,0.75934,5.89E-06,56.52173913,38.04347826,5.434782609,0,0,0,0,4.62936792
10.12633,11.59954,3831.24,0.71288,4.31E-06,55.55555556,37.5,6.944444444,0,0,0,0,3.387610447
31.98616,32.11213,2477.4,0.77316,2.35E-06,57.44680851,38.29787234,4.255319149,0,0,0,0,2.148142993
21.24887,21.39035,1375.09,0.62376,1.46E-06,54.05405405,35.13513514,5.405405405,5.405405405,0,0,0,1.315166967
16.83337,17.12286,2390.91,0.70752,1.70E-06,54.54545455,36.36363636,9.090909091,0,0,0,0,1.55354303
24.86871,25.35566,3444.92,0.8318,2.62E-06,53.04878049,38.41463415,4.87804878,0,0,0,3.658536585,2.478503715
9.65747,11.09613,2283.27,0.67046,1.69E-06,53.19148936,42.55319149,4.255319149,0,0,0,0,1.565454597
14.64627,14.87352,2607.7,0.72348,2.09E-06,59.09090909,38.63636364,2.272727273,0,0,0,0,1.897292581
26.94167,27.1243,1677.46,0.75146,1.49E-06,55,25,10,0,0,10,0,1.402998643
9.7242,10.56229,782.175,0.5707,9.97E-07,38.23529412,23.52941176,5.882352941,5.882352941,0,26.47058824,0,0.864591825
23.89316,24.1474,2102,0.70558,2.05E-06,56.09756098,37.80487805,6.097560976,0,0,0,0,1.798364206
16.82414,17.17805,1684.24,0.59818,1.74E-06,52.27272727,38.63636364,4.545454545,4.545454545,0,0,0,1.378639533
9.74184,10.18081,1301.04,0.57538,1.65E-06,42.85714286,28.57142857,14.28571429,14.28571429,0,0,0,1.471013485
13.58509,14.58188,2747.7,0.70796,1.90E-06,44.82758621,48.27586207,3.448275862,3.448275862,0,0,0,1.696259119
21.34032,21.55177,1674.5,0.70852,1.44E-06,40,35,10,15,0,0,0,1.326131471
9.06841,9.51608,600.981,0.48302,8.32E-07,55.07246377,37.68115942,7.246376812,0,0,0,0,0.735249151
15.60159,15.98839,2205.43,0.70816,1.60E-06,54.54545455,36.36363636,9.090909091,0,0,0,0,1.489058809
8.40883,9.02368,482.236,0.52898,2.18E-06,37.5,46.875,6.25,6.25,0,0,3.125,1.629905605
10.67786,11.16226,1488.03,0.59456,1.46E-06,61.9047619,33.33333333,4.761904762,0,0,0,0,1.300238574
35.49808,35.70981,2538.44,0.83738,2.15E-06,50.94339623,37.73584906,7.547169811,3.773584906,0,0,0,2.047876954
11.24578,11.69348,1860.91,0.61976,1.54E-06,57.14285714,35.71428571,7.142857143,0,0,0,0,1.379250691
17.10247,17.40167,927.31,0.52224,8.96E-07,51.35135135,40.54054054,8.108108108,0,0,0,0,0.793362355
22.83776,23.86923,6014.09,0.8601,5.68E-06,54.23728814,30.50847458,0,10.16949153,5.084745763,0,0,4.878337664
25.24971,25.75548,3913,0.84754,3.03E-06,54.375,36.875,5,0,0,0,3.75,2.849440749
23.81541,24.06097,1831.5,0.72056,1.34E-06,61.11111111,33.33333333,5.555555556,0,0,0,0,1.270163315
32.05739,32.23268,1966.39,0.77422,1.55E-06,60.86956522,34.7826087,4.347826087,0,0,0,0,1.503148093
16.88399,17.68947,4042.07,0.81256,2.62E-06,41.83673469,51.02040816,5.102040816,2.040816327,0,0,0,2.419641016
38.02857,38.18266,2421.47,0.82272,1.96E-06,57.69230769,38.46153846,3.846153846,0,0,0,0,1.879483597
38.73241,38.88744,2573.21,0.84332,2.23E-06,52.72727273,34.54545455,9.090909091,3.636363636,0,0,0,2.089032986
37.56498,37.65744,3106.64,0.85454,2.45E-06,53.84615385,34.61538462,7.692307692,3.846153846,0,0,0,2.302167437
26.35383,26.54457,2082.13,0.76606,1.54E-06,51.35135135,29.72972973,13.51351351,5.405405405,0,0,0,1.48198646
25.82277,26.05323,2077.82,0.77472,2.00E-06,50,33.33333333,11.11111111,5.555555556,0,0,0,1.877876609
38.80415,38.87485,2607.72,0.80212,2.48E-06,57.89473684,38.59649123,3.50877193,0,0,0,0,2.265838329
12.63935,13.00429,1699.8,0.64652,1.48E-06,52,28,12,8,0,0,0,1.326716155
19.01338,19.17626,2119.45,0.73848,1.73E-06,47.5,35,10,7.5,0,0,0,1.587721258
27.09758,27.20545,2190.75,0.78752,1.86E-06,47.5,35,10,5,0,0,2.5,1.775019894
38.96494,39.10948,2611.01,0.83528,2.17E-06,54.16666667,37.5,8.333333333,0,0,0,0,2.036650001
25.97265,26.20447,2379.75,0.76662,1.92E-06,56,40,4,0,0,0,0,1.785838172
21.23186,21.48053,2260.29,0.773,1.68E-06,53.06122449,36.73469388,7.142857143,3.06122449,0,0,0,1.567930662
23.07162,23.97144,5034.96,0.85508,9.49E-06,52.45901639,34.42622951,9.836065574,3.278688525,0,0,0,5.121548102
10.6711,11.55953,1045.28,0.57244,2.58E-06,54.54545455,39.39393939,6.060606061,0,0,0,0,1.533366137
18.67205,18.83659,1507.46,0.65308,1.77E-06,52.63157895,31.57894737,0,10.52631579,5.263157895,0,0,1.614221775
8.40705,8.94082,993.066,0.5077,1.83E-06,57.14285714,28.57142857,14.28571429,0,0,0,0,1.487733748
10.55911,10.99477,1241.18,0.55678,1.24E-06,60,30,10,0,0,0,0,1.140694316
6.02452,6.73972,1007.55,0.52324,3.72E-06,50,25,25,0,0,0,0,2.084133626
21.99696,22.25586,1733.44,0.72906,1.84E-06,55.55555556,27.77777778,5.555555556,11.11111111,0,0,0,1.657481872
14.85314,15.16267,1485.39,0.64318,1.54E-06,50,25,8.333333333,16.66666667,0,0,0,1.380096527
15.82205,16.14031,1634.8,0.66114,1.49E-06,50,33.33333333,8.333333333,8.333333333,0,0,0,1.376901157
19.03653,19.28003,1547.81,0.69218,1.94E-06,54.54545455,18.18181818,6.060606061,12.12121212,6.060606061,0,3.03030303,1.75441673
21.82001,22.09147,1891.18,0.73434,1.62E-06,55.55555556,33.33333333,5.555555556,5.555555556,0,0,0,1.492987673
21.37753,30.82847,6958.99,0.93212,5.08E-06,61.29032258,25.80645161,0,8.602150538,4.301075269,0,0,5.0072996
27.50721,27.70127,1782.77,0.74908,1.67E-06,61.11111111,22.22222222,0,11.11111111,5.555555556,0,0,1.615214711
31.42483,31.59639,1787.64,0.7723,2.01E-06,65,20,0,10,5,0,0,1.860754634
30.33059,30.47384,1932.9,0.78676,3.17E-06,54.54545455,36.36363636,4.545454545,4.545454545,0,0,0,2.828859667
28.94654,29.02379,2148.74,0.78628,1.63E-06,54.54545455,36.36363636,4.545454545,4.545454545,0,0,0,1.587828965
29.44973,29.61979,2207.3,0.78594,1.68E-06,54.54545455,36.36363636,4.545454545,4.545454545,0,0,0,1.624231069
19.00554,19.13609,1806.59,0.71216,1.88E-06,54.54545455,34.54545455,7.272727273,3.636363636,0,0,0,1.735127285
17.50947,17.74285,1762.18,0.70666,2.08E-06,54.54545455,34.54545455,7.272727273,3.636363636,0,0,0,1.840729211
17.39891,18.46813,4307.16,0.82422,9.24E-06,53.57142857,35.71428571,7.142857143,3.571428571,0,0,0,5.048363632
28.83791,28.97733,2055.84,0.78488,1.48E-06,52.38095238,33.33333333,9.523809524,4.761904762,0,0,0,1.44071645
14.17588,16.11614,7251.58,0.90082,4.02E-06,46.34146341,39.02439024,4.87804878,4.87804878,4.87804878,0,0,3.870650929
14.1657,16.1092,6615.93,0.89698,3.71E-06,46.34146341,34.14634146,4.87804878,4.87804878,4.87804878,4.87804878,0,3.555460189
14.61444,15.22203,2323.71,0.7196,1.68E-06,52.45901639,37.70491803,6.557377049,3.278688525,0,0,0,1.536189746
16.38611,16.51752,1837.52,0.6725,1.79E-06,52.45901639,37.70491803,6.557377049,3.278688525,0,0,0,1.564952776
25.51863,25.62215,1965.11,0.74186,1.75E-06,50,41.56626506,4.21686747,4.21686747,0,0,0,1.59257565
24.38004,24.50349,1916.35,0.73354,1.77E-06,50,40.36144578,4.21686747,5.421686747,0,0,0,1.609027429
23.23817,23.31082,1877.56,0.73106,1.71E-06,49.70414201,40.82840237,4.142011834,5.325443787,0,0,0,1.560228954
23.9675,24.14077,1831.45,0.72804,1.56E-06,48.87640449,42.69662921,4.494382022,3.93258427,0,0,0,1.478643729
20.81745,20.94699,1447.82,0.68052,1.28E-06,46.22641509,44.33962264,3.773584906,5.660377358,0,0,0,1.197996129
19.26829,19.382,1464.14,0.67458,1.18E-06,45.87155963,43.11926606,3.669724771,7.339449541,0,0,0,1.102313568
4.91947,5.5683,609.527,0.4658,2.28E-06,45.53571429,43.75,3.571428571,7.142857143,0,0,0,1.470692399
39.68397,39.9305,2621.58,0.79732,2.02E-06,56.66666667,40,3.333333333,0,0,0,0,1.89872277
17.39813,17.54485,1499.4,0.68054,1.76E-06,57.69230769,27.88461538,8.653846154,5.769230769,0,0,0,1.570680172
42.80809,42.93816,1829.24,0.81612,2.03E-06,57.57575758,24.24242424,3.03030303,12.12121212,3.03030303,0,0,1.897641835
43.28884,43.42187,1934.87,0.82484,2.05E-06,56.66666667,23.33333333,3.333333333,13.33333333,3.333333333,0,0,1.90005594
10.03477,10.55423,1317.7,0.5808,1.36E-06,50.94339623,37.73584906,5.660377358,3.773584906,0,1.886792453,0,1.167415633
10.03477,10.55423,1467.28,0.58566,1.43E-06,50.94339623,37.73584906,5.660377358,3.773584906,0,1.886792453,0,1.230390406
10.03477,10.55423,1572.98,0.59568,1.30E-06,50.94339623,37.73584906,5.660377358,3.773584906,0,1.886792453,0,1.137085969
7.62148,7.93604,1293.92,0.56012,1.15E-06,50.94339623,37.73584906,5.660377358,3.773584906,0,1.886792453,0,1.004007788
27.14804,27.41489,2545.35,0.80114,1.90E-06,50,40,5,5,0,0,0,1.833086327
31.82555,31.90137,2323.9,0.76406,3.87E-06,57.44680851,38.29787234,4.255319149,0,0,0,0,3.176082864
32.86681,33.03455,2711.04,0.78798,3.01E-06,57.44680851,38.29787234,4.255319149,0,0,0,0,2.652971765
16.93791,17.2286,1127.87,0.64998,9.19E-07,58.62068966,10.34482759,3.448275862,0,0,27.5862069,0,0.855902798
19.33361,19.49918,2091.09,0.72138,1.89E-06,57.57575758,36.36363636,6.060606061,0,0,0,0,1.70761247
24.69608,24.82012,2023.28,0.77204,1.90E-06,60.60606061,30.3030303,0,6.060606061,3.03030303,0,0,1.758246297
11.7271,12.13815,1151.15,0.58086,6.80E-07,66.66666667,16.66666667,8.333333333,8.333333333,0,0,0,0.649653896
11.85435,12.28175,1214.17,0.58532,8.92E-07,66.66666667,16.66666667,8.333333333,8.333333333,0,0,0,0.821809017
18.35805,18.71848,1683.52,0.6895,1.84E-06,54.90196078,29.41176471,3.921568627,7.843137255,3.921568627,0,0,1.69323348
9.11511,9.87643,1713.67,0.62662,1.69E-06,57.14285714,33.33333333,9.523809524,0,0,0,0,1.486178441
11.06222,11.37486,1677.68,0.61804,1.83E-06,57.79816514,35.77981651,6.422018349,0,0,0,0,1.639604755
10.72675,11.02482,1505.03,0.58464,1.55E-06,62.96296296,33.33333333,3.703703704,0,0,0,0,1.335255361
14.44901,15.66522,4062.67,0.80292,9.07E-06,56.66666667,33.33333333,6.666666667,3.333333333,0,0,0,4.900566557
41.05112,41.1773,2272.28,0.83222,2.37E-06,60.86956522,26.08695652,0,8.695652174,4.347826087,0,0,2.209244005
9.37583,11.01204,4872.89,0.793,9.70E-06,52.30769231,35.38461538,6.153846154,6.153846154,0,0,0,5.144121321
5.94566,7.11918,2019.34,0.61318,1.73E-06,57.89473684,36.84210526,5.263157895,0,0,0,0,1.485215651
14.43667,14.78901,1987.87,0.66862,1.64E-06,53.57142857,35.71428571,10.71428571,0,0,0,0,1.536919344
16.83791,17.15189,2411.8,0.71904,1.80E-06,56.66666667,33.33333333,10,0,0,0,0,1.65295691
15.00037,15.2073,2127.23,0.70194,1.68E-06,51.42857143,40,1.428571429,5.714285714,1.428571429,0,0,1.524660618
19.77262,22.16292,7094.57,0.90412,4.39E-06,56.25,25,12.5,6.25,0,0,0,4.232996478
9.18961,9.80273,1739.36,0.6184,1.15E-06,40,25,25,10,0,0,0,1.056154489
20.79435,21.19983,3846.24,0.83142,6.11E-06,59.57446809,36.17021277,4.255319149,0,0,0,0,4.210025408
16.15375,16.51788,1691.43,0.66724,2.05E-06,59.57446809,36.17021277,4.255319149,0,0,0,0,1.787513677
18.14826,18.49638,1732.61,0.68272,1.57E-06,57.89473684,31.57894737,5.263157895,5.263157895,0,0,0,1.41093894
7.26122,8.0558,1381.08,0.58616,2.40E-06,50.4587156,44.95412844,2.752293578,1.834862385,0,0,0,1.871556537
6.48996,7.45342,702.761,0.4803,5.75E-07,44.73684211,50,2.631578947,2.631578947,0,0,0,0.5165006
15.35482,15.85081,1728.24,0.66142,1.07E-06,48.93617021,48.93617021,2.127659574,0,0,0,0,0.990702281
35.71819,35.86719,2366.26,0.80666,1.54E-06,52.38095238,33.33333333,9.523809524,4.761904762,0,0,0,1.502925999
25.41555,25.64462,2270.49,0.7851,1.80E-06,56.41025641,35.8974359,5.128205128,0,0,0,2.564102564,1.728309697
32.79335,33.01596,2559.5,0.83286,1.94E-06,56.52173913,34.7826087,4.347826087,0,0,0,4.347826087,1.866636681
9.54557,9.60069,821.238,0.45824,6.95E-07,48.10810811,49.72972973,2.162162162,0,0,0,0,0.640060924
13.11194,13.17228,1032.13,0.51894,9.79E-07,50.24875622,47.76119403,1.990049751,0,0,0,0,0.889511701
10.59437,12.48955,8339.6,0.88504,3.96E-06,54.28571429,38.0952381,3.80952381,3.80952381,0,0,0,3.747999852
9.58065,10.43778,8105.77,0.83242,3.87E-06,54.28571429,38.0952381,3.80952381,3.80952381,0,0,0,3.73740571
24.61711,29.01327,8684.09,0.94858,6.09E-06,54.28571429,38.0952381,3.80952381,3.80952381,0,0,0,5.966578444
10.07551,12.06451,8233.61,0.8788,3.92E-06,52.13675214,41.02564103,3.418803419,3.418803419,0,0,0,3.724049418
9.7459,10.65907,8177.69,0.82438,3.92E-06,52.13675214,41.02564103,3.418803419,3.418803419,0,0,0,3.783028533
24.10888,28.27167,8780.71,0.94386,5.84E-06,52.13675214,41.02564103,3.418803419,3.418803419,0,0,0,5.715251776
8.66317,9.76361,7545.81,0.8085,3.83E-06,50.3875969,43.41085271,3.100775194,3.100775194,0,0,0,3.673247331
23.74486,28.52567,8254.16,0.94274,5.84E-06,50.3875969,43.41085271,3.100775194,3.100775194,0,0,0,5.695868298
26.74378,26.95282,2036.21,0.7663,1.82E-06,57.37704918,36.06557377,3.278688525,0,0,0,3.278688525,1.677783835
13.27242,13.43695,3165.78,0.74132,5.13E-06,60.6557377,32.78688525,3.278688525,0,0,0,3.278688525,4.016461145
