PLD (Å),LCD (Å),Sacc (m2/g-1),Porosity,KCO2 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,%Ametal,CO2-0.1bar (mol/kg)
13.88587,14.13285,1479.83,0.61928,4.04E-06,47.05882353,47.05882353,5.882352941,0,0,0,0,0.040456715
16.50007,16.78598,2224.97,0.72584,6.90E-06,55.26315789,35.52631579,9.210526316,0,0,0,0,0.069498866
6.64826,7.788,3951.07,0.70868,3.39E-05,55.26315789,35.52631579,9.210526316,0,0,0,0,0.336249821
18.13687,18.27795,2074.92,0.71346,5.47E-06,55.17241379,37.93103448,6.896551724,0,0,0,0,0.053999244
7.38542,8.5331,3027.1,0.69124,5.03E-05,57.14285714,35.71428571,7.142857143,0,0,0,0,0.482560812
17.21234,18.16047,4802.8,0.832,4.30E-05,55.55555556,33.33333333,11.11111111,0,0,0,0,0.418636708
6.97359,7.86427,2438.14,0.6672,3.68E-05,55.55555556,33.33333333,11.11111111,0,0,0,0,0.369824647
13.60227,13.95952,1402.27,0.60434,7.45E-06,66.66666667,13.33333333,6.666666667,13.33333333,0,0,0,0.074902637
13.56414,13.94321,1182.49,0.57552,1.01E-05,58.82352941,17.64705882,0,23.52941176,0,0,0,0.101641964
17.42776,17.73772,1364.3,0.66166,6.75E-06,64.28571429,21.42857143,0,14.28571429,0,0,0,0.068836662
24.69036,24.85959,2014.48,0.7638,5.70E-06,51.78571429,28.57142857,12.5,5.357142857,0,0,1.785714286,0.056556023
21.27445,21.4904,1980.44,0.74544,5.76E-06,50.98039216,29.41176471,13.7254902,5.882352941,0,0,0,0.056929986
17.71221,18.00237,1438.7,0.65498,4.54E-06,50,27.77777778,11.11111111,11.11111111,0,0,0,0.046003906
20.66425,26.15206,7982.52,0.9325,9.58E-06,58.95953757,36.41618497,4.624277457,0,0,0,0,0.094599007
16.73027,22.16406,5494.5,0.86088,1.56E-05,59.04255319,36.70212766,4.255319149,0,0,0,0,0.157975357
21.21701,21.56495,2460.55,0.7762,4.62E-06,42,34,12,12,0,0,0,0.045950453
20.73549,21.70882,5236.02,0.85906,1.38E-04,50,31.25,12.5,6.25,0,0,0,1.223691184
20.204,21.21409,8004.26,0.86558,1.62E-05,47.82608696,30.43478261,13.04347826,8.695652174,0,0,0,0.160398782
27.1647,27.37684,2004.34,0.76956,3.66E-06,47.82608696,34.7826087,8.695652174,8.695652174,0,0,0,0.036376203
23.66901,23.90959,1195.05,0.65148,2.80E-06,54.28571429,34.28571429,5.714285714,5.714285714,0,0,0,0.027856494
21.69109,21.88357,1860.59,0.72658,5.98E-06,50,33.33333333,5.555555556,11.11111111,0,0,0,0.059288574
26.22353,26.44099,2196.66,0.76268,4.29E-06,50,37.5,8.333333333,4.166666667,0,0,0,0.043163966
11.2319,12.35077,3036.44,0.72788,2.46E-05,51.02040816,38.7755102,6.12244898,4.081632653,0,0,0,0.239559018
15.26024,15.44807,1723.66,0.64294,4.08E-06,61.53846154,30.76923077,7.692307692,0,0,0,0,0.040966369
15.62893,15.71415,2153.34,0.69954,2.87E-06,50,43.75,6.25,0,0,0,0,0.028771136
11.16047,12.15986,1885.2,0.61934,7.27E-06,40.4040404,45.45454545,4.04040404,8.080808081,0,0,2.02020202,0.071954381
25.82136,26.07795,2171.11,0.77316,6.07E-06,52,40,4,4,0,0,0,0.059604171
13.89127,14.1937,3880.95,0.76658,1.72E-05,52,40,4,4,0,0,0,0.166119818
29.51295,29.69909,2257.38,0.8047,5.86E-06,47.36842105,31.57894737,15.78947368,5.263157895,0,0,0,0.058363891
12.63345,12.99694,4079.11,0.79168,2.53E-05,47.36842105,31.57894737,15.78947368,5.263157895,0,0,0,0.252990686
4.59057,4.92801,343.753,0.47494,1.27E-04,55.96330275,38.53211009,3.669724771,1.834862385,0,0,0,0.923896849
5.77188,8.14957,2336.09,0.61528,2.33E-05,58.67768595,38.01652893,3.305785124,0,0,0,0,0.222125425
34.05192,34.2807,2268.51,0.8247,1.34E-05,53.57142857,28.57142857,7.142857143,0,0,10.71428571,0,0.136082092
35.58693,35.77068,2398.6,0.81924,4.26E-06,53.57142857,39.28571429,7.142857143,0,0,0,0,0.042381795
38.21317,38.37151,2402.15,0.82918,4.43E-06,56,36,8,0,0,0,0,0.043583132
16.87389,17.30893,2867.65,0.72762,9.08E-06,41.66666667,41.66666667,2.777777778,11.11111111,0,0,2.777777778,0.090364186
13.25722,13.64902,1493.98,0.61372,5.50E-06,62.16216216,35.13513514,2.702702703,0,0,0,0,0.054453194
15.90792,16.278,1630.8,0.66064,1.07E-05,61.2244898,26.53061224,4.081632653,8.163265306,0,0,0,0.107308581
5.6043,6.59974,993.633,0.57342,3.20E-04,61.2244898,26.53061224,4.081632653,8.163265306,0,0,0,1.09385933
10.31026,11.05746,1666.88,0.60676,5.59E-05,59.25925926,37.03703704,3.703703704,0,0,0,0,0.48502085
29.20821,29.4063,2009,0.77858,3.83E-06,54.16666667,33.33333333,8.333333333,4.166666667,0,0,0,0.03764622
22.92308,23.2834,3527.12,0.83364,4.32E-06,53.33333333,33.33333333,13.33333333,0,0,0,0,0.043493188
27.51112,27.78086,3011.75,0.80712,2.48E-05,58,38,4,0,0,0,0,0.245938042
18.99926,19.12503,2230.09,0.73416,7.85E-06,56.8627451,35.29411765,5.882352941,1.960784314,0,0,0,0.079771563
21.9532,22.25008,2196.68,0.7506,6.82E-06,55.55555556,33.33333333,7.407407407,3.703703704,0,0,0,0.068292502
22.81988,23.0568,2111.67,0.7507,3.44E-06,53.33333333,33.33333333,13.33333333,0,0,0,0,0.034188327
26.59669,26.74144,2726.3,0.798,4.67E-06,50,31.25,12.5,6.25,0,0,0,0.046378146
23.49647,23.59867,2440.72,0.77474,6.11E-06,57.62711864,35.59322034,6.779661017,0,0,0,0,0.060677539
25.87958,26.06961,2363.07,0.78376,6.78E-06,59.70149254,37.31343284,2.985074627,0,0,0,0,0.067420882
14.88605,15.60342,1331.18,0.6246,4.00E-06,48.75,48.75,1.25,0,1.25,0,0,0.040112832
11.0147,12.84851,3487.83,0.74898,5.75E-06,48.75,48.75,1.25,0,1.25,0,0,0.057291416
24.76915,25.20125,3025.14,0.81422,6.21E-06,50.94339623,41.50943396,3.773584906,3.773584906,0,0,0,0.062255845
10.13563,10.99901,5105.78,0.77472,2.34E-05,50.94339623,41.50943396,3.773584906,3.773584906,0,0,0,0.226017419
6.01379,8.01301,4202.91,0.72292,2.33E-05,50.94339623,41.50943396,3.773584906,3.773584906,0,0,0,0.234098378
24.14415,24.61148,2797.63,0.7954,5.60E-06,49.14772727,44.03409091,3.409090909,3.409090909,0,0,0,0.056453696
9.82226,10.78735,4975.49,0.76576,1.70E-05,49.15254237,44.06779661,3.389830508,3.389830508,0,0,0,0.169621321
5.82889,7.76781,3577.89,0.6958,2.25E-05,49.15254237,44.06779661,3.389830508,3.389830508,0,0,0,0.226106359
36.15482,44.07726,9084.47,0.97634,1.45E-05,59.63302752,36.69724771,3.669724771,0,0,0,0,0.14580255
18.6938,22.42691,9197.94,0.95246,9.92E-06,59.63302752,36.69724771,3.669724771,0,0,0,0,0.098954751
17.08751,17.80373,9269.37,0.92726,8.65E-06,58.03571429,38.39285714,3.571428571,0,0,0,0,0.086619914
12.56041,16.00652,8741.55,0.90278,7.73E-06,57.52212389,38.9380531,3.539823009,0,0,0,0,0.077256561
17.17374,17.26282,8565.26,0.87916,1.04E-05,59.63302752,36.69724771,3.669724771,0,0,0,0,0.102004775
15.94009,16.42543,6940.08,0.85048,1.27E-05,57.52212389,38.9380531,3.539823009,0,0,0,0,0.127727631
14.59231,14.68928,3844.32,0.79268,2.07E-05,59.63302752,36.69724771,3.669724771,0,0,0,0,0.209396976
27.5514,27.78947,1805.51,0.74924,3.97E-06,57.69230769,30.76923077,3.846153846,7.692307692,0,0,0,0.040238214
9.55601,10.04507,786.812,0.5308,1.60E-05,56.25,25,6.25,12.5,0,0,0,0.152297094
24.58887,24.97628,2409.53,0.74376,5.90E-06,54.28571429,34.28571429,11.42857143,0,0,0,0,0.05912486
17.38347,17.75707,2160.5,0.71772,8.17E-06,57.77777778,33.33333333,8.888888889,0,0,0,0,0.082076828
25.61195,25.94027,2604.47,0.76608,1.16E-05,56.75675676,37.83783784,5.405405405,0,0,0,0,0.116103266
17.78526,18.10139,2112.43,0.71482,9.57E-06,59.57446809,36.17021277,4.255319149,0,0,0,0,0.094389255
16.67589,17.02592,1985.5,0.6865,5.13E-06,56.96202532,37.97468354,5.063291139,0,0,0,0,0.051271591
16.56674,16.91686,1972.36,0.68916,4.69E-06,55.26315789,35.52631579,9.210526316,0,0,0,0,0.046541596
16.5094,16.76366,2035.96,0.69252,7.41E-06,59.57446809,36.17021277,4.255319149,0,0,0,0,0.074065847
14.70558,14.85762,2411.6,0.72692,8.27E-06,53.48837209,32.55813953,11.62790698,0,0,0,2.325581395,0.084351196
21.75363,22.52524,4378.71,0.8533,2.52E-05,50,31.25,12.5,6.25,0,0,0,0.252675488
8.80355,9.28209,2530.01,0.70642,2.16E-05,50,31.25,12.5,6.25,0,0,0,0.218572982
17.95481,18.24695,1813.37,0.68914,5.73E-06,55.55555556,27.77777778,11.11111111,5.555555556,0,0,0,0.057097428
5.37085,6.62897,4036.87,0.69084,7.53E-05,55.55555556,27.77777778,11.11111111,5.555555556,0,0,0,0.709779116
20.17208,20.40907,2194.17,0.74852,6.57E-06,58.18181818,34.54545455,7.272727273,0,0,0,0,0.067189496
20.87205,21.15822,2025.26,0.7347,6.75E-06,57.62711864,35.59322034,3.389830508,3.389830508,0,0,0,0.067594793
21.51193,21.62716,2423.22,0.7675,6.71E-06,59.64912281,36.84210526,3.50877193,0,0,0,0,0.067323562
21.48577,21.59162,2441.66,0.7709,6.41E-06,58.18181818,34.54545455,7.272727273,0,0,0,0,0.063264603
18.05073,18.27142,2368.2,0.7385,6.53E-06,59.57446809,36.17021277,4.255319149,0,0,0,0,0.065743201
6.2436,7.98896,2978.96,0.70474,2.27E-05,53.08641975,41.97530864,4.938271605,0,0,0,0,0.222121274
15.11102,17.42109,7192.99,0.86228,1.19E-05,55.96330275,29.35779817,7.339449541,3.669724771,0,0,3.669724771,0.120672148
22.97002,23.21506,2073.65,0.74118,4.78E-06,59.61538462,34.61538462,5.769230769,0,0,0,0,0.047316205
23.76101,23.99157,2312.23,0.7578,5.25E-06,56.25,37.5,6.25,0,0,0,0,0.051546914
15.86945,16.20054,2159.16,0.7066,4.96E-06,64.17910448,31.34328358,4.47761194,0,0,0,0,0.050143535
16.03965,16.37005,2431.45,0.71454,5.38E-06,61.9047619,33.33333333,4.761904762,0,0,0,0,0.054178118
18.97905,19.27551,1907.19,0.71582,5.94E-06,60.43956044,36.26373626,3.296703297,0,0,0,0,0.059771723
27.74552,27.96177,2356.98,0.78596,4.32E-06,61.81818182,32.72727273,5.454545455,0,0,0,0,0.043093737
30.87806,31.08363,2229.62,0.7981,5.08E-06,59.70149254,35.82089552,4.47761194,0,0,0,0,0.051221999
31.3874,31.56586,2418.54,0.79722,5.06E-06,57.14285714,38.0952381,4.761904762,0,0,0,0,0.051071065
11.07322,11.49084,1478.82,0.6032,5.19E-06,60.6557377,34.42622951,4.918032787,0,0,0,0,0.052153372
11.76046,12.18294,1670.97,0.63014,6.08E-06,57.89473684,36.84210526,5.263157895,0,0,0,0,0.060353077
10.72745,11.15675,1467.02,0.60206,4.87E-06,58.62068966,31.03448276,10.34482759,0,0,0,0,0.04927438
11.50037,11.93118,1664.53,0.63084,5.62E-06,55.55555556,33.33333333,11.11111111,0,0,0,0,0.057578929
8.87252,9.37359,1318.24,0.55928,7.31E-06,58.49056604,33.96226415,7.547169811,0,0,0,0,0.073391392
9.84099,10.32889,1547.81,0.59562,7.79E-06,55.10204082,36.73469388,8.163265306,0,0,0,0,0.078967294
16.13482,20.86465,8248.84,0.92328,8.16E-06,55.26315789,35.52631579,9.210526316,0,0,0,0,0.08128713
17.49149,22.2725,8590.91,0.93338,8.77E-06,56.96202532,37.97468354,5.063291139,0,0,0,0,0.087953989
16.23719,21.45783,8317.29,0.92754,8.37E-06,55.26315789,35.52631579,9.210526316,0,0,0,0,0.084751014
12.42904,12.69956,2411.46,0.7475,2.59E-05,42.85714286,28.57142857,7.142857143,17.85714286,0,0,3.571428571,0.246354351
13.06993,13.36641,2045.25,0.71342,6.81E-05,37.5,25,6.25,25,0,0,6.25,0.655348405
21.00947,21.47235,3826.51,0.8308,8.41E-06,54.54545455,35.35353535,6.060606061,3.03030303,0,0,1.01010101,0.086197962
26.29042,26.47083,1888.96,0.76876,6.76E-06,53.33333333,31.11111111,8.888888889,4.444444444,0,0,2.222222222,0.06678707
11.9113,12.30604,2964.73,0.73844,2.28E-05,53.33333333,31.11111111,8.888888889,4.444444444,0,0,2.222222222,0.227426279
10.72475,11.19018,1473.67,0.61118,2.18E-05,52.63157895,31.57894737,10.52631579,5.263157895,0,0,0,0.223564712
4.41385,6.21463,3152.97,0.68742,2.64E-05,57.89473684,31.57894737,5.263157895,5.263157895,0,0,0,0.265942005
16.74182,19.03161,6765.02,0.9104,9.88E-06,55.55555556,33.33333333,11.11111111,0,0,0,0,0.097524423
16.76077,18.95735,6628.63,0.91112,9.83E-06,53.84615385,30.76923077,15.38461538,0,0,0,0,0.098556776
16.76202,18.89922,6503.24,0.91096,9.23E-06,52,28,20,0,0,0,0,0.09248196
16.76037,18.9417,6408.47,0.91276,9.06E-06,50,25,25,0,0,0,0,0.091534418
4.26075,9.71805,1161.83,0.5541,1.30E-04,51.19363395,44.56233422,2.122015915,1.061007958,0,0,1.061007958,0.921494009
36.21564,36.33674,1606.84,0.7206,1.54E-05,60.6557377,36.06557377,3.278688525,0,0,0,0,0.155197351
33.59015,33.71465,2534.68,0.81638,3.37E-06,54.16666667,33.33333333,8.333333333,4.166666667,0,0,0,0.033678984
9.02304,9.45075,1053.74,0.53722,1.70E-05,42.85714286,28.57142857,14.28571429,14.28571429,0,0,0,0.175391256
16.01692,16.40742,1782.57,0.66696,7.77E-06,55.55555556,35.18518519,7.407407407,1.851851852,0,0,0,0.076939856
52.68303,52.79583,2438.53,0.86184,4.39E-06,55.55555556,38.88888889,5.555555556,0,0,0,0,0.044372587
5.01312,5.30681,994.511,0.55894,1.55E-04,55.55555556,34.56790123,9.87654321,0,0,0,0,1.016212419
26.05664,26.27273,2220,0.75656,3.84E-06,56,40,4,0,0,0,0,0.038508718
23.40692,23.63183,2150.17,0.75506,4.60E-06,53.33333333,33.33333333,13.33333333,0,0,0,0,0.046006271
13.50013,13.82821,1512.79,0.60582,7.59E-06,46.66666667,40,6.666666667,6.666666667,0,0,0,0.075345376
14.41173,14.70291,1869.68,0.68504,4.66E-06,40.625,37.5,18.75,0,0,3.125,0,0.046204901
28.33863,28.48346,2032.56,0.7632,1.34E-05,48.48484848,39.39393939,6.060606061,6.060606061,0,0,0,0.135925354
20.73527,20.94974,1764.87,0.7012,4.29E-06,55.55555556,27.77777778,11.11111111,5.555555556,0,0,0,0.042704233
36.52126,36.70222,2365.98,0.81628,5.59E-06,60.71428571,35.71428571,3.571428571,0,0,0,0,0.055380659
35.6703,35.83713,2204.72,0.80266,5.41E-06,60.71428571,35.71428571,3.571428571,0,0,0,0,0.053746984
6.96077,8.18614,7323.21,0.8026,1.26E-05,60.6557377,32.78688525,0,6.557377049,0,0,0,0.127837067
7.0698,8.19994,7402.51,0.80422,1.25E-05,60.6557377,32.78688525,0,6.557377049,0,0,0,0.125669201
6.64388,7.2002,1704.74,0.62096,1.99E-04,64.28571429,14.28571429,7.142857143,14.28571429,0,0,0,1.442334321
6.29192,7.25445,2514.61,0.65438,5.27E-05,54.34782609,39.13043478,6.52173913,0,0,0,0,0.510067531
14.95,15.27488,1882.67,0.66566,6.83E-06,54.54545455,36.36363636,9.090909091,0,0,0,0,0.068234756
14.48774,14.63819,1838.99,0.67868,1.02E-05,54.83870968,35.48387097,6.451612903,3.225806452,0,0,0,0.102336128
14.56626,16.44316,3423.09,0.75926,1.03E-04,50,20.83333333,8.333333333,20.83333333,0,0,0,0.696747841
4.34066,4.97307,1545.76,0.61796,1.79E-04,60,30,0,10,0,0,0,1.716863726
4.37287,5.8785,1803.8,0.6068,1.96E-04,66.66666667,28.57142857,0,4.761904762,0,0,0,1.838689578
15.65613,16.02265,3801.37,0.7855,1.14E-04,66.66666667,28.57142857,0,4.761904762,0,0,0,0.645995674
14.72226,33.054,4371.93,0.8543,4.39E-05,51.72413793,34.48275862,10.34482759,3.448275862,0,0,0,0.385248054
14.74778,33.14834,4205.47,0.85434,3.77E-05,53.57142857,32.14285714,7.142857143,7.142857143,0,0,0,0.321107603
15.01083,16.41252,2368.43,0.73072,1.86E-04,53.57142857,25,7.142857143,14.28571429,0,0,0,1.087789739
8.07557,10.03963,2655.19,0.72012,1.32E-04,54.54545455,13.63636364,27.27272727,4.545454545,0,0,0,1.168808005
5.16779,6.95787,3991.91,0.69856,7.25E-05,63.15789474,31.57894737,0,5.263157895,0,0,0,0.723410797
7.468,11.72869,5765.27,0.78084,3.40E-05,61.2244898,36.73469388,0,2.040816327,0,0,0,0.331837072
4.37527,5.56825,2412.19,0.64132,1.25E-04,63.15789474,31.57894737,0,5.263157895,0,0,0,1.2953812
8.92807,10.52652,5183.18,0.82458,2.07E-05,45.16129032,16.12903226,16.12903226,9.677419355,0,9.677419355,3.225806452,0.206142395
14.50481,15.87763,3292.87,0.75334,8.18E-05,48,24,12,16,0,0,0,0.636759243
9.08848,10.70802,4774.18,0.80104,5.31E-05,56,24,12,8,0,0,0,0.4433581
18.97808,27.72383,5264.07,0.86024,4.04E-05,51.42857143,40,8.571428571,0,0,0,0,0.298303711
9.16918,10.17357,4438.85,0.74824,5.42E-05,48.64864865,43.24324324,8.108108108,0,0,0,0,0.414167631
8.95302,11.6272,4245.16,0.79622,3.21E-05,48,24,12,16,0,0,0,0.267558258
5.10471,6.65537,3521.41,0.67458,8.10E-05,60,35,5,0,0,0,0,0.843652428
10.68797,20.71952,4000.25,0.80914,1.23E-04,61.19402985,32.8358209,2.985074627,2.985074627,0,0,0,0.86899837
11.84138,14.91653,1651.49,0.65596,7.36E-05,61.19402985,32.8358209,2.985074627,2.985074627,0,0,0,0.620037994
9.39262,20.55238,3367.76,0.7699,7.75E-05,56.96202532,30.37974684,5.063291139,7.594936709,0,0,0,0.618396847
11.04578,20.52889,4342.91,0.81606,1.15E-04,60.6557377,29.50819672,9.836065574,0,0,0,0,0.854654715
7.61488,13.55284,3725.99,0.7497,6.45E-05,55.2238806,32.8358209,8.955223881,2.985074627,0,0,0,0.430374032
10.47767,20.43568,3404.81,0.77078,3.22E-05,50.58823529,42.35294118,4.705882353,2.352941176,0,0,0,0.255394603
5.25597,6.4779,3344.79,0.67628,8.14E-05,58.20895522,23.88059701,17.91044776,0,0,0,0,0.845002608
4.67832,5.78084,3306.39,0.65896,6.85E-05,64.55696203,35.44303797,0,0,0,0,0,0.708880343
6.45245,6.9411,2676.67,0.66396,1.46E-04,64.9122807,31.57894737,0,3.50877193,0,0,0,1.170310906
4.5463,4.98246,1918,0.63732,2.26E-04,62.26415094,30.18867925,7.547169811,0,0,0,0,1.786920847
5.73989,6.92755,3972.44,0.71852,7.91E-05,60.6557377,19.67213115,19.67213115,0,0,0,0,0.757777767
9.18682,12.09607,4870.95,0.8112,9.27E-05,48,36,8,8,0,0,0,0.564394347
5.44741,6.50264,2899.16,0.65972,8.48E-05,60,30,0,10,0,0,0,0.897095913
4.34066,4.97307,1545.76,0.61796,1.79E-04,60,30,0,10,0,0,0,1.699218175
6.45245,6.9411,2676.67,0.66396,1.45E-04,64.9122807,31.57894737,0,3.50877193,0,0,0,1.16764943
4.97985,5.60649,1935.98,0.6194,1.90E-04,60,30,0,10,0,0,0,1.722105168
15.93565,16.48948,2653.71,0.74324,4.39E-05,44.82758621,37.93103448,13.79310345,3.448275862,0,0,0,0.364307897
5.69553,7.53349,3248.91,0.6944,6.08E-05,56.25,18.75,18.75,6.25,0,0,0,0.63976849
5.82355,8.56281,3333.02,0.69216,6.60E-05,63.15789474,31.57894737,0,5.263157895,0,0,0,0.685104941
5.94578,7.67376,3388.58,0.68622,6.08E-05,63.15789474,31.57894737,0,5.263157895,0,0,0,0.630400101
14.39427,15.47696,1825.75,0.7088,6.20E-05,48.38709677,29.03225806,12.90322581,9.677419355,0,0,0,0.460161524
4.75072,5.45101,2029.45,0.61886,1.48E-04,54.54545455,36.36363636,9.090909091,0,0,0,0,1.383324161
6.64367,12.00607,2608.39,0.6978,8.58E-05,56,24,12,8,0,0,0,0.562495613
6.27469,10.71372,3261.22,0.72642,7.72E-05,48,40,12,0,0,0,0,0.572291445
6.55293,8.268,3188.34,0.69874,6.52E-05,52.94117647,23.52941176,23.52941176,0,0,0,0,0.673401347
5.41286,7.87974,3351.96,0.68398,7.29E-05,60,35,5,0,0,0,0,0.762834844
9.09608,10.18125,3218.48,0.71616,9.64E-05,50,40.625,9.375,0,0,0,0,0.663544879
13.35059,13.53036,1268.71,0.6388,1.71E-04,56,20,8,16,0,0,0,0.989485213
4.37287,5.8785,1803.8,0.6068,1.96E-04,66.66666667,28.57142857,0,4.761904762,0,0,0,1.907594615
15.65613,16.02265,3801.37,0.7855,1.15E-04,66.66666667,28.57142857,0,4.761904762,0,0,0,0.639790497
13.98195,16.76275,3580.3,0.76776,1.22E-04,56,28,0,16,0,0,0,0.71160478
13.37624,13.55636,2049.59,0.68182,1.98E-04,60.86956522,26.08695652,4.347826087,8.695652174,0,0,0,1.133490079
7.50507,7.73602,2051.11,0.6609,1.81E-04,63.15789474,26.31578947,10.52631579,0,0,0,0,1.490527363
11.04876,11.26497,1514.17,0.6415,2.16E-04,56,20,8,16,0,0,0,1.088303723
13.24224,13.41874,2193.12,0.68748,3.59E-04,57.14285714,19.04761905,14.28571429,9.523809524,0,0,0,1.59608644
10.51238,10.70271,2027.14,0.64308,7.08E-04,51.85185185,33.33333333,7.407407407,7.407407407,0,0,0,2.086672726
10.79906,10.99855,1775.17,0.63696,1.86E-04,56,20,8,16,0,0,0,1.09426618
6.05816,8.21401,3043.66,0.68106,9.82E-05,64.70588235,17.64705882,17.64705882,0,0,0,0,1.030161818
5.44012,6.78374,3721.42,0.693,9.40E-05,64.70588235,17.64705882,17.64705882,0,0,0,0,0.967941102
6.17579,10.9993,1805.16,0.66482,4.69E-04,66.66666667,20,13.33333333,0,0,0,0,3.036472303
8.27608,12.75428,2684.89,0.69516,2.58E-04,64.70588235,17.64705882,17.64705882,0,0,0,0,1.592380603
7.23222,12.17195,2783.17,0.7016,9.44E-05,64.70588235,17.64705882,17.64705882,0,0,0,0,0.90276206
5.53386,10.7126,2934.54,0.65712,6.64E-04,70.58823529,29.41176471,0,0,0,0,0,3.433696528
9.00258,12.93162,2956.26,0.69134,5.57E-04,70,30,0,0,0,0,0,2.012767244
7.09099,11.98053,3020.56,0.6964,1.12E-04,70,30,0,0,0,0,0,1.041247651
12.40494,12.91778,3129.4,0.74344,1.34E-04,61.17647059,34.11764706,4.705882353,0,0,0,0,0.798574017
15.65975,16.56918,4708.6,0.82664,1.44E-04,58.06451613,33.33333333,8.602150538,0,0,0,0,0.622549716
9.89224,12.12529,2894.25,0.72226,1.30E-04,45.71428571,31.42857143,11.42857143,11.42857143,0,0,0,0.712529155
9.37542,13.06062,4335.9,0.77912,7.85E-05,48.27586207,37.93103448,13.79310345,0,0,0,0,0.600436871
9.8576,11.61644,3517.11,0.73914,8.86E-05,51.61290323,25.80645161,9.677419355,12.90322581,0,0,0,0.525831533
10.15041,17.22949,3674.91,0.807,1.58E-04,48.48484848,21.21212121,12.12121212,18.18181818,0,0,0,0.607525649
9.60794,11.56697,2683.4,0.71092,2.48E-04,48.48484848,21.21212121,12.12121212,18.18181818,0,0,0,0.853444563
26.88844,29.25377,4934.81,0.88402,1.50E-04,55.67010309,34.02061856,8.24742268,2.06185567,0,0,0,0.528104355
4.28198,5.21402,363.835,0.55614,8.55E-07,54.54545455,39.39393939,6.060606061,0,0,0,0,0.008408312
4.44076,5.33605,2979.71,0.68548,1.75E-04,54.05405405,24.32432432,21.62162162,0,0,0,0,1.508044203
10.87067,11.68718,2403.91,0.73114,8.18E-05,51.61290323,32.25806452,9.677419355,6.451612903,0,0,0,0.672391684
10.39021,10.99187,1863.1,0.68944,9.30E-05,48.48484848,21.21212121,12.12121212,18.18181818,0,0,0,0.65394016
9.09608,10.18125,3218.48,0.71616,9.58E-05,50,40.625,9.375,0,0,0,0,0.663914503
10.28528,10.95976,2480.94,0.70798,4.04E-04,45.71428571,37.14285714,5.714285714,11.42857143,0,0,0,1.279205227
10.78069,11.63494,2390.96,0.7273,1.32E-04,53.125,34.375,6.25,6.25,0,0,0,0.836908606
10.67007,11.52414,2304.28,0.70436,1.14E-04,51.42857143,37.14285714,11.42857143,0,0,0,0,0.614212809
10.50275,11.41331,2508.41,0.73538,1.16E-04,48.27586207,27.5862069,17.24137931,6.896551724,0,0,0,0.778197525
10.78063,11.78097,2308.42,0.72592,8.92E-05,51.72413793,24.13793103,13.79310345,10.34482759,0,0,0,0.648376955
10.76073,11.59623,2143.86,0.71456,8.91E-05,50,23.33333333,13.33333333,13.33333333,0,0,0,0.655694432
9.81755,10.98491,2441.37,0.7157,1.29E-04,45.71428571,31.42857143,11.42857143,11.42857143,0,0,0,0.790936844
9.94497,11.67961,2681.79,0.71262,9.77E-05,48.48484848,21.21212121,12.12121212,18.18181818,0,0,0,0.658729595
8.18752,12.50038,3722.94,0.73246,1.32E-04,62.20472441,37.79527559,0,0,0,0,0,0.772330527
8.5269,9.42834,4480.79,0.752,6.96E-05,54.28571429,45.71428571,0,0,0,0,0,0.513999835
7.50984,8.65016,3262.29,0.70254,7.75E-05,55.2238806,23.88059701,8.955223881,0,0,8.955223881,2.985074627,0.762264023
5.78784,8.06772,3449.68,0.7021,8.14E-05,55.2238806,23.88059701,8.955223881,0,0,8.955223881,2.985074627,0.786932848
5.96288,7.91141,1929.91,0.65862,1.16E-04,55.2238806,23.88059701,8.955223881,0,0,8.955223881,2.985074627,1.10803181
40.1859,43.69954,9405.2,0.9776,1.44E-05,61.82572614,33.19502075,4.979253112,0,0,0,0,0.14255645
12.87722,13.90675,4737.71,0.82558,1.20E-04,58.08383234,37.1257485,4.790419162,0,0,0,0,0.532110386
7.47996,16.74197,2941.38,0.74862,9.22E-05,44,32,8,16,0,0,0,0.56118092
4.36151,4.91874,1266.91,0.54418,3.13E-04,52.38095238,42.85714286,0,4.761904762,0,0,0,2.609949878
7.46002,8.21479,3216.7,0.71064,8.64E-05,44,40,0,16,0,0,0,0.585712661
7.82636,17.30199,3260.31,0.72496,6.33E-05,45.45454545,54.54545455,0,0,0,0,0,0.430745228
7.85157,9.45276,2751.76,0.69156,7.36E-05,48.38709677,38.70967742,6.451612903,6.451612903,0,0,0,0.537446037
5.05378,9.11265,3055.65,0.67718,8.09E-05,48.38709677,38.70967742,6.451612903,6.451612903,0,0,0,0.604746797
4.13003,14.93698,3116.61,0.71906,1.07E-04,48.38709677,38.70967742,6.451612903,6.451612903,0,0,0,0.678752341
6.58409,8.80173,1588.48,0.64194,1.68E-04,48.38709677,38.70967742,6.451612903,6.451612903,0,0,0,0.850612642
4.00316,12.57662,2482.3,0.67368,1.41E-04,45.94594595,43.24324324,5.405405405,5.405405405,0,0,0,0.738484474
19.61297,20.15849,3614.12,0.76632,1.52E-04,52,40,8,0,0,0,0,0.813286982
8.75582,15.91755,3908.86,0.76794,1.20E-04,52,40,8,0,0,0,0,0.703718378
12.80027,13.57085,3908.74,0.75326,1.16E-04,52,40,8,0,0,0,0,0.741721879
6.41014,10.00866,3712.48,0.707,9.10E-05,50,42.85714286,7.142857143,0,0,0,0,0.57520774
