PLD (Å),LCD (Å),Sacc (m2/g-1),Porosity,KH2 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,%Ametal
10.41445,14.86556,5169.91,0.81244,1.12E-06,48.48484848,27.27272727,12.12121212,12.12121212,0,0,0
14.86068,17.34714,7615.08,0.91058,2.37E-06,42.85714286,39.28571429,14.28571429,3.571428571,0,0,0
17.05401,17.84486,6583.02,0.91982,2.37E-06,46.15384615,26.92307692,15.38461538,11.53846154,0,0,0
22.45101,23.74654,6733.46,0.92406,2.55E-06,46.15384615,26.92307692,15.38461538,11.53846154,0,0,0
20.48526,22.81508,6614.09,0.91718,2.40E-06,44.82758621,31.03448276,13.79310345,10.34482759,0,0,0
12.18672,15.62237,5499.44,0.83316,1.27E-06,44.82758621,31.03448276,13.79310345,10.34482759,0,0,0
12.76151,13.64623,4039.2,0.7905,9.70E-07,43.75,21.875,12.5,21.875,0,0,0
18.19098,20.21482,6280.35,0.82896,1.31E-06,41.17647059,44.11764706,11.76470588,2.941176471,0,0,0
17.93529,18.37713,6617.16,0.91474,2.22E-06,42.85714286,28.57142857,17.85714286,10.71428571,0,0,0
10.24928,13.25394,5323.91,0.82792,1.19E-06,42.85714286,28.57142857,17.85714286,10.71428571,0,0,0
11.65273,14.2556,5342.11,0.8396,1.24E-06,42.85714286,28.57142857,17.85714286,10.71428571,0,0,0
14.13136,16.68831,7439.59,0.90152,2.14E-06,44.82758621,34.48275862,17.24137931,3.448275862,0,0,0
19.44253,24.17229,6584.58,0.91734,2.32E-06,48.14814815,22.22222222,18.51851852,11.11111111,0,0,0
18.19787,20.49769,5905.64,0.83464,1.27E-06,40.625,40.625,12.5,6.25,0,0,0
13.1343,16.35108,6718.04,0.88996,1.83E-06,43.33333333,30,13.33333333,13.33333333,0,0,0
14.08709,16.95433,7167.98,0.90078,2.12E-06,43.33333333,36.66666667,13.33333333,6.666666667,0,0,0
8.52895,10.57641,6085.04,0.80474,1.13E-06,43.33333333,36.66666667,13.33333333,6.666666667,0,0,0
12.32896,15.54845,5309.32,0.83058,1.23E-06,46.42857143,25,14.28571429,14.28571429,0,0,0
20.15833,21.15292,5218.5,0.82312,1.15E-06,46.66666667,30,20,3.333333333,0,0,0
18.14418,20.45955,5655.57,0.83342,1.26E-06,40.625,40.625,12.5,6.25,0,0,0
11.9751,15.70343,5421.84,0.82576,1.19E-06,43.33333333,30,13.33333333,13.33333333,0,0,0
16.15754,17.05586,7154.57,0.90768,2.10E-06,41.93548387,35.48387097,12.90322581,9.677419355,0,0,0
13.64926,16.9261,6957.23,0.89834,1.97E-06,40,33.33333333,16.66666667,10,0,0,0
18.12826,20.19171,5739.98,0.83778,1.24E-06,40,33.33333333,16.66666667,10,0,0,0
15.84703,17.08921,7437.87,0.90476,2.10E-06,42.42424242,39.39393939,12.12121212,6.060606061,0,0,0
17.06033,23.48348,7293.64,0.91188,2.52E-06,44.44444444,47.22222222,5.555555556,2.777777778,0,0,0
9.25023,11.58777,6739.77,0.8529,1.48E-06,47.05882353,38.23529412,5.882352941,8.823529412,0,0,0
21.73145,22.16723,7062.59,0.91474,2.42E-06,47.05882353,38.23529412,5.882352941,8.823529412,0,0,0
18.19434,20.48947,4236.85,0.81476,1.11E-06,38.88888889,41.66666667,11.11111111,8.333333333,0,0,0
16.50749,17.46724,6584.06,0.8981,1.88E-06,41.17647059,32.35294118,11.76470588,14.70588235,0,0,0
16.98135,17.81428,6637.13,0.90732,2.02E-06,43.33333333,26.66666667,16.66666667,13.33333333,0,0,0
13.98805,15.69426,6365.92,0.89726,1.77E-06,43.75,21.875,12.5,21.875,0,0,0
17.54744,18.21004,6534.64,0.8995,1.91E-06,43.75,28.125,12.5,15.625,0,0,0
15.42772,16.01479,3469.59,0.78284,8.64E-07,40.54054054,40.54054054,10.81081081,8.108108108,0,0,0
17.71891,20.81792,6052.69,0.90128,1.96E-06,42.85714286,31.42857143,11.42857143,14.28571429,0,0,0
14.82117,18.1416,7494.98,0.91124,2.37E-06,42.85714286,39.28571429,14.28571429,3.571428571,0,0,0
16.37491,17.61795,6679.34,0.91916,2.35E-06,46.15384615,26.92307692,15.38461538,11.53846154,0,0,0
15.42338,15.82494,4682.96,0.83332,1.20E-06,46.15384615,26.92307692,15.38461538,11.53846154,0,0,0
13.02713,15.13487,5161.4,0.8457,1.32E-06,46.15384615,26.92307692,15.38461538,11.53846154,0,0,0
9.20047,12.56311,5552.4,0.82518,1.19E-06,44.82758621,31.03448276,13.79310345,10.34482759,0,0,0
18.83709,21.77794,6938.81,0.9138,2.25E-06,43.33333333,30,13.33333333,13.33333333,0,0,0
9.5685,14.48417,5885.61,0.8281,1.19E-06,43.33333333,30,13.33333333,13.33333333,0,0,0
12.26021,16.69289,6740.91,0.88818,1.77E-06,41.17647059,32.35294118,11.76470588,14.70588235,0,0,0
4.6599,5.7201,2557.55,0.68664,6.82E-07,43.75,21.875,12.5,21.875,0,0,0
13.81531,17.89114,6772.28,0.8826,1.84E-06,39.02439024,46.34146341,9.756097561,4.87804878,0,0,0
15.19366,18.95828,7486.48,0.91134,2.40E-06,42.85714286,39.28571429,14.28571429,3.571428571,0,0,0
7.9702,12.87304,6836.9,0.82566,1.28E-06,42.85714286,39.28571429,14.28571429,3.571428571,0,0,0
17.5326,18.23856,6608.85,0.91884,2.36E-06,46.15384615,26.92307692,15.38461538,11.53846154,0,0,0
22.25686,24.62689,6595.13,0.92432,2.55E-06,46.15384615,26.92307692,15.38461538,11.53846154,0,0,0
14.64785,17.91595,7441.25,0.90418,2.26E-06,41.93548387,41.93548387,12.90322581,3.225806452,0,0,0
7.17505,12.14537,6605.56,0.8122,1.20E-06,41.93548387,41.93548387,12.90322581,3.225806452,0,0,0
16.83344,17.56612,7244.59,0.90176,2.13E-06,47.05882353,38.23529412,11.76470588,2.941176471,0,0,0
15.71924,16.26556,6408.25,0.86498,1.57E-06,50,28.125,12.5,9.375,0,0,0
18.45073,20.80246,6636.92,0.90696,2.17E-06,50,28.125,12.5,9.375,0,0,0
17.07588,17.52484,7485.6,0.91556,2.36E-06,40,40,16.66666667,3.333333333,0,0,0
20.75095,25.90408,5828.34,0.91392,2.00E-06,45.16129032,16.12903226,16.12903226,9.677419355,0,9.677419355,3.225806452
7.72009,10.92555,4050.03,0.7815,8.55E-07,45.16129032,16.12903226,16.12903226,9.677419355,0,9.677419355,3.225806452
16.13781,16.86618,7926.88,0.91656,2.57E-06,46.66666667,43.33333333,6.666666667,3.333333333,0,0,0
15.36585,15.7803,5871.67,0.8312,1.31E-06,46.66666667,43.33333333,6.666666667,3.333333333,0,0,0
23.13045,25.88161,6770.7,0.92112,2.60E-06,50,32.14285714,7.142857143,10.71428571,0,0,0
18.64259,20.87794,6110.1,0.83648,1.33E-06,43.75,40.625,6.25,9.375,0,0,0
15.23975,16.37325,7342.12,0.9129,2.28E-06,43.75,40.625,6.25,9.375,0,0,0
14.58197,15.22179,5136.12,0.82226,1.14E-06,43.75,40.625,6.25,9.375,0,0,0
26.2373,27.42911,7051.74,0.86832,1.74E-06,50,43.18181818,4.545454545,2.272727273,0,0,0
21.49812,22.99429,7483.87,0.94154,3.51E-06,52.38095238,35.71428571,4.761904762,7.142857143,0,0,0
15.93944,16.44847,4162.13,0.80742,1.07E-06,47.05882353,38.23529412,5.882352941,8.823529412,0,0,0
20.83498,23.69401,6849.47,0.9107,2.34E-06,47.05882353,38.23529412,5.882352941,8.823529412,0,0,0
13.04858,14.54522,6446.45,0.84918,1.49E-06,57.69230769,32.69230769,3.846153846,5.769230769,0,0,0
16.89573,17.68478,5717.61,0.86328,1.61E-06,57.69230769,32.69230769,3.846153846,5.769230769,0,0,0
13.23547,15.91074,6600.52,0.86534,1.66E-06,57.69230769,32.69230769,3.846153846,5.769230769,0,0,0
4.09217,7.06749,2261.65,0.67508,6.60E-07,45.45454545,22.72727273,18.18181818,13.63636364,0,0,0
12.03303,19.50403,5052.88,0.84162,1.29E-06,45.45454545,22.72727273,18.18181818,13.63636364,0,0,0
17.84727,19.15911,4101.74,0.82928,1.17E-06,44.44444444,27.77777778,16.66666667,11.11111111,0,0,0
9.6219,15.36475,5397.08,0.83144,1.28E-06,50,29.16666667,8.333333333,12.5,0,0,0
3.8597,7.19025,2213.27,0.6666,6.68E-07,50,29.16666667,8.333333333,12.5,0,0,0
10.14606,20.9358,5079.49,0.83728,1.32E-06,50,29.16666667,8.333333333,12.5,0,0,0
15.02456,30.28438,6950.52,0.90288,2.23E-06,49.18032787,41.80327869,6.557377049,2.459016393,0,0,0
24.40986,44.11033,8444.86,0.94928,4.36E-06,51.85185185,42.59259259,3.703703704,1.851851852,0,0,0
25.07751,44.02094,7904.41,0.94924,4.14E-06,53.84615385,36.53846154,3.846153846,5.769230769,0,0,0
17.72273,19.69287,5918.53,0.84678,1.45E-06,52.38095238,30.95238095,9.523809524,7.142857143,0,0,0
17.73043,23.34884,5741.18,0.8853,1.89E-06,52.17391304,39.13043478,8.695652174,0,0,0,0
9.67286,11.95489,4970.26,0.7704,1.02E-06,52.17391304,39.13043478,8.695652174,0,0,0,0
10.41863,15.6036,6077.16,0.84838,1.46E-06,52.17391304,39.13043478,8.695652174,0,0,0,0
11.629,14.63168,5124.09,0.7942,1.13E-06,52.17391304,39.13043478,8.695652174,0,0,0,0
14.18889,14.58803,5961.79,0.85294,1.52E-06,52.17391304,39.13043478,8.695652174,0,0,0,0
18.49598,40.04784,6308.75,0.90404,2.24E-06,52.17391304,39.13043478,8.695652174,0,0,0,0
8.61056,11.71019,5756.7,0.792,1.14E-06,52.17391304,39.13043478,8.695652174,0,0,0,0
14.50481,15.87763,3292.87,0.75334,7.86E-07,48,24,12,16,0,0,0
18.30597,39.12673,4764.27,0.88572,1.57E-06,48,24,12,16,0,0,0
15.13434,16.67023,3515.13,0.76212,8.72E-07,41.37931034,41.37931034,17.24137931,0,0,0,0
24.01996,25.33453,5341.23,0.92036,2.45E-06,41.37931034,41.37931034,17.24137931,0,0,0,0
17.57234,19.14337,4395.92,0.83874,1.21E-06,41.37931034,41.37931034,17.24137931,0,0,0,0
15.79984,21.80636,4661.92,0.86752,1.46E-06,48,32,4,16,0,0,0
8.98494,10.08487,5203.06,0.80458,1.00E-06,48,32,4,16,0,0,0
30.35056,30.83205,4887.53,0.85594,1.36E-06,48,32,4,16,0,0,0
17.66549,19.44269,4208,0.84578,1.19E-06,48,32,4,16,0,0,0
16.58765,18.7606,4451.61,0.83272,1.15E-06,48,32,4,16,0,0,0
11.05833,13.87389,3638.78,0.7619,8.44E-07,48,32,4,16,0,0,0
15.08855,34.23612,4813.97,0.84696,1.26E-06,48,32,4,16,0,0,0
23.98466,25.03145,5539.19,0.9113,2.44E-06,48.48484848,48.48484848,3.03030303,0,0,0,0
16.78141,18.26634,4299.9,0.82238,1.15E-06,48.48484848,48.48484848,3.03030303,0,0,0,0
33.49725,37.96836,5960.46,0.93122,3.02E-06,51.28205128,41.02564103,2.564102564,5.128205128,0,0,0
15.73465,19.56215,5784.63,0.85986,1.56E-06,51.28205128,41.02564103,2.564102564,5.128205128,0,0,0
21.0991,25.97062,7056.05,0.91032,2.40E-06,51.28205128,41.02564103,2.564102564,5.128205128,0,0,0
14.16651,16.75301,7410.39,0.89804,2.16E-06,51.28205128,41.02564103,2.564102564,5.128205128,0,0,0
21.3639,22.76037,4575.45,0.81986,1.23E-06,51.28205128,41.02564103,2.564102564,5.128205128,0,0,0
28.192,39.97499,7214.72,0.92618,2.84E-06,51.28205128,41.02564103,2.564102564,5.128205128,0,0,0
16.68144,21.09718,5627.63,0.86312,1.58E-06,51.28205128,41.02564103,2.564102564,5.128205128,0,0,0
18.55137,19.43261,7004.24,0.90236,2.17E-06,51.28205128,41.02564103,2.564102564,5.128205128,0,0,0
20.72285,26.44612,7269.71,0.91782,2.60E-06,51.28205128,41.02564103,2.564102564,5.128205128,0,0,0
12.45018,17.59151,7437.54,0.88864,1.96E-06,51.28205128,41.02564103,2.564102564,5.128205128,0,0,0
33.61385,40.10683,6889.03,0.94026,3.62E-06,54.54545455,39.39393939,6.060606061,0,0,0,0
19.86697,25.91703,7353.42,0.92776,2.98E-06,54.54545455,39.39393939,6.060606061,0,0,0,0
40.70089,42.89767,7476.14,0.94838,4.15E-06,54.54545455,39.39393939,6.060606061,0,0,0,0
24.44904,32.07641,7323.89,0.92798,3.03E-06,54.54545455,39.39393939,6.060606061,0,0,0,0
19.31408,20.021,7391.91,0.91618,2.64E-06,54.54545455,39.39393939,6.060606061,0,0,0,0
19.19647,19.4497,5112.68,0.83006,1.38E-06,54.54545455,39.39393939,6.060606061,0,0,0,0
24.48431,28.91732,7381.22,0.92926,3.09E-06,54.54545455,39.39393939,6.060606061,0,0,0,0
14.33677,19.66241,7185.16,0.90492,2.36E-06,54.54545455,39.39393939,6.060606061,0,0,0,0
16.23544,18.49431,6535.95,0.87392,1.78E-06,51.42857143,40,8.571428571,0,0,0,0
46.0438,46.83676,7331.58,0.9374,3.33E-06,51.42857143,40,8.571428571,0,0,0,0
21.45996,22.68748,6041.39,0.83884,1.41E-06,51.42857143,40,8.571428571,0,0,0,0
23.84744,38.33128,7042.16,0.92504,2.82E-06,51.42857143,40,8.571428571,0,0,0,0
22.45309,28.49072,7252.71,0.92578,2.91E-06,51.42857143,40,8.571428571,0,0,0,0
13.4728,18.64115,7431.01,0.8997,2.19E-06,51.42857143,40,8.571428571,0,0,0,0
13.22353,17.55918,6258.03,0.89086,1.78E-06,46.15384615,30.76923077,12.82051282,10.25641026,0,0,0
6.71259,12.79587,5089.56,0.78396,9.44E-07,46.15384615,30.76923077,12.82051282,10.25641026,0,0,0
13.78407,18.04516,7154.13,0.88328,1.98E-06,58.06451613,38.70967742,3.225806452,0,0,0,0
16.99563,18.14788,7596.75,0.91844,2.75E-06,58.06451613,38.70967742,3.225806452,0,0,0,0
20.71796,28.29526,7433.43,0.93108,3.18E-06,58.06451613,38.70967742,3.225806452,0,0,0,0
36.60664,42.14511,7429.7,0.94178,3.71E-06,58.06451613,38.70967742,3.225806452,0,0,0,0
26.53137,40.95737,7278.71,0.93238,3.27E-06,58.06451613,38.70967742,3.225806452,0,0,0,0
19.71438,20.23604,7611.33,0.92116,2.75E-06,58.06451613,38.70967742,3.225806452,0,0,0,0
24.4922,30.58556,7531.12,0.93298,3.32E-06,58.06451613,38.70967742,3.225806452,0,0,0,0
16.60591,22.49095,6326.48,0.86754,1.74E-06,58.06451613,38.70967742,3.225806452,0,0,0,0
14.19207,20.21958,7631.61,0.90948,2.50E-06,58.06451613,38.70967742,3.225806452,0,0,0,0
17.51018,23.05204,5740.98,0.88436,1.87E-06,54.54545455,36.36363636,4.545454545,4.545454545,0,0,0
9.58414,11.80592,4931.31,0.77052,1.00E-06,54.54545455,36.36363636,4.545454545,4.545454545,0,0,0
9.55593,10.9176,6191.75,0.83142,1.31E-06,54.54545455,36.36363636,4.545454545,4.545454545,0,0,0
10.43117,16.25455,5951.49,0.84932,1.44E-06,54.54545455,36.36363636,4.545454545,4.545454545,0,0,0
11.31177,13.99092,5082.97,0.79522,1.12E-06,54.54545455,36.36363636,4.545454545,4.545454545,0,0,0
19.86698,39.7117,6055.99,0.9083,2.25E-06,54.54545455,36.36363636,4.545454545,4.545454545,0,0,0
14.49954,19.97463,6014.78,0.87132,1.66E-06,54.54545455,36.36363636,4.545454545,4.545454545,0,0,0
27.1263,33.21451,7535.42,0.93236,3.34E-06,54.05405405,43.24324324,2.702702703,0,0,0,0
15.42242,19.01053,7230.91,0.8644,1.73E-06,54.05405405,43.24324324,2.702702703,0,0,0,0
19.91941,25.49191,7510.01,0.9215,2.82E-06,54.05405405,43.24324324,2.702702703,0,0,0,0
41.60289,43.86547,7573.55,0.94332,3.95E-06,54.05405405,43.24324324,2.702702703,0,0,0,0
28.0401,40.15904,7431.39,0.93074,3.19E-06,54.05405405,43.24324324,2.702702703,0,0,0,0
16.2495,17.09957,7676.12,0.91034,2.43E-06,54.05405405,43.24324324,2.702702703,0,0,0,0
23.15685,28.14385,7536,0.92264,2.91E-06,54.05405405,43.24324324,2.702702703,0,0,0,0
13.316,17.85226,7686.59,0.89684,2.20E-06,54.05405405,43.24324324,2.702702703,0,0,0,0
19.86987,25.66999,7359.12,0.9065,2.39E-06,51.1627907,46.51162791,2.325581395,0,0,0,0
18.63963,20.09569,5594.33,0.81058,1.21E-06,51.1627907,46.51162791,2.325581395,0,0,0,0
26.69431,40.44248,7453.47,0.92008,2.84E-06,51.1627907,46.51162791,2.325581395,0,0,0,0
16.18865,17.26304,7567.04,0.89852,2.16E-06,51.1627907,46.51162791,2.325581395,0,0,0,0
13.41206,17.40666,6957.7,0.88388,1.92E-06,51.1627907,46.51162791,2.325581395,0,0,0,0
33.60653,39.75525,6244.03,0.9375,3.23E-06,54.54545455,33.33333333,6.060606061,6.060606061,0,0,0
16.7418,20.23224,6104.1,0.87306,1.69E-06,54.54545455,33.33333333,6.060606061,6.060606061,0,0,0
27.07708,35.56988,7139.07,0.93402,3.16E-06,54.54545455,33.33333333,6.060606061,6.060606061,0,0,0
19.3981,26.59898,6944.96,0.92326,2.66E-06,54.54545455,33.33333333,6.060606061,6.060606061,0,0,0
21.67959,22.85995,5533.51,0.83586,1.34E-06,54.54545455,33.33333333,6.060606061,6.060606061,0,0,0
26.06026,40.69581,6727.37,0.92408,2.69E-06,54.54545455,33.33333333,6.060606061,6.060606061,0,0,0
18.63043,19.79477,7208.62,0.91254,2.31E-06,54.54545455,33.33333333,6.060606061,6.060606061,0,0,0
13.48921,17.34749,6903.72,0.89928,2.12E-06,54.54545455,33.33333333,6.060606061,6.060606061,0,0,0
17.67824,20.21047,5372.16,0.85948,1.44E-06,51.42857143,28.57142857,8.571428571,11.42857143,0,0,0
15.39972,17.21342,6726.96,0.89852,1.97E-06,51.42857143,28.57142857,8.571428571,11.42857143,0,0,0
9.77043,11.24734,5790.27,0.79938,1.06E-06,51.42857143,28.57142857,8.571428571,11.42857143,0,0,0
15.3611,16.30808,6767.05,0.90344,1.99E-06,51.42857143,28.57142857,8.571428571,11.42857143,0,0,0
20.57655,25.12699,6560.33,0.90916,2.20E-06,51.42857143,28.57142857,8.571428571,11.42857143,0,0,0
18.99007,24.40664,6652.57,0.91496,2.30E-06,51.42857143,28.57142857,8.571428571,11.42857143,0,0,0
8.82014,13.78528,5952.53,0.8301,1.18E-06,51.42857143,28.57142857,8.571428571,11.42857143,0,0,0
17.40129,18.19397,6843.81,0.90272,1.99E-06,51.42857143,28.57142857,8.571428571,11.42857143,0,0,0
21.45788,27.19889,6719.54,0.91646,2.38E-06,51.42857143,28.57142857,8.571428571,11.42857143,0,0,0
14.14333,18.9863,6491.16,0.89778,1.95E-06,51.42857143,28.57142857,8.571428571,11.42857143,0,0,0
6.94725,12.7502,5225.97,0.79764,1.03E-06,51.42857143,28.57142857,8.571428571,11.42857143,0,0,0
13.39056,13.91491,6366.25,0.87198,1.54E-06,51.42857143,28.57142857,8.571428571,11.42857143,0,0,0
13.16131,17.82497,6298.24,0.89092,1.86E-06,51.42857143,28.57142857,8.571428571,11.42857143,0,0,0
13.97234,16.06041,5805.7,0.88078,1.55E-06,46.15384615,20.51282051,12.82051282,20.51282051,0,0,0
7.80488,9.65012,4684.78,0.7638,8.40E-07,46.15384615,20.51282051,12.82051282,20.51282051,0,0,0
18.31258,24.58197,5745.06,0.89666,1.80E-06,46.15384615,20.51282051,12.82051282,20.51282051,0,0,0
21.24057,26.66509,5715.34,0.90296,1.87E-06,46.15384615,20.51282051,12.82051282,20.51282051,0,0,0
34.06691,38.27025,6117.04,0.9309,2.99E-06,54.05405405,35.13513514,5.405405405,5.405405405,0,0,0
16.57581,20.1185,5919.96,0.86238,1.58E-06,54.05405405,35.13513514,5.405405405,5.405405405,0,0,0
25.64044,34.60394,6939.86,0.92742,2.93E-06,54.05405405,35.13513514,5.405405405,5.405405405,0,0,0
15.90771,19.62711,6491.22,0.8552,1.54E-06,54.05405405,35.13513514,5.405405405,5.405405405,0,0,0
9.97699,13.27741,5366.21,0.80622,1.14E-06,54.05405405,35.13513514,5.405405405,5.405405405,0,0,0
18.92135,26.18452,6885.77,0.91606,2.47E-06,54.05405405,35.13513514,5.405405405,5.405405405,0,0,0
43.83613,45.27017,6960.96,0.93098,2.94E-06,54.05405405,35.13513514,5.405405405,5.405405405,0,0,0
25.50884,38.21105,6891.89,0.92524,2.79E-06,54.05405405,35.13513514,5.405405405,5.405405405,0,0,0
15.90625,19.57813,6049.6,0.86506,1.62E-06,54.05405405,35.13513514,5.405405405,5.405405405,0,0,0
18.98837,20.00234,7042.58,0.90504,2.16E-06,54.05405405,35.13513514,5.405405405,5.405405405,0,0,0
19.33199,27.12916,6689.83,0.92322,2.68E-06,54.54545455,33.33333333,6.060606061,6.060606061,0,0,0
21.24825,22.58566,6043.32,0.83776,1.37E-06,54.54545455,33.33333333,6.060606061,6.060606061,0,0,0
30.64275,58.62229,6794.7,0.94766,3.83E-06,54.54545455,33.33333333,6.060606061,6.060606061,0,0,0
20.37512,22.36161,4674.01,0.81084,1.10E-06,46.15384615,30.76923077,12.82051282,10.25641026,0,0,0
18.15019,18.75793,5874.44,0.8953,1.80E-06,46.15384615,30.76923077,12.82051282,10.25641026,0,0,0
10.13592,10.77969,4943.41,0.76184,8.71E-07,46.15384615,30.76923077,12.82051282,10.25641026,0,0,0
17.56506,23.10023,5710.82,0.88008,1.87E-06,54.16666667,41.66666667,4.166666667,0,0,0,0
15.03537,16.97335,5307.61,0.79252,1.18E-06,54.16666667,41.66666667,4.166666667,0,0,0,0
11.33269,14.15984,5066.34,0.7863,1.12E-06,54.16666667,41.66666667,4.166666667,0,0,0,0
9.28302,12.73277,6193.76,0.82568,1.38E-06,54.16666667,41.66666667,4.166666667,0,0,0,0
34.11094,39.99708,6813.01,0.94428,3.77E-06,55.17241379,34.48275862,10.34482759,0,0,0,0
17.96249,20.73491,6562.94,0.88932,2.00E-06,55.17241379,34.48275862,10.34482759,0,0,0,0
26.20724,36.60229,7279.28,0.94186,3.68E-06,55.17241379,34.48275862,10.34482759,0,0,0,0
20.2162,28.83614,7205.39,0.93114,3.07E-06,55.17241379,34.48275862,10.34482759,0,0,0,0
42.22398,43.79947,7243.42,0.95278,4.33E-06,55.17241379,34.48275862,10.34482759,0,0,0,0
20.31426,20.63417,7281,0.92278,2.71E-06,55.17241379,34.48275862,10.34482759,0,0,0,0
19.96237,20.37629,5373.33,0.84138,1.44E-06,55.17241379,34.48275862,10.34482759,0,0,0,0
31.28637,60.24816,7178.74,0.95348,4.38E-06,55.17241379,34.48275862,10.34482759,0,0,0,0
24.25246,30.2509,7236.81,0.9335,3.23E-06,55.17241379,34.48275862,10.34482759,0,0,0,0
16.65675,21.98503,6047.68,0.86808,1.68E-06,55.17241379,34.48275862,10.34482759,0,0,0,0
13.97125,20.27145,7272.63,0.91028,2.45E-06,55.17241379,34.48275862,10.34482759,0,0,0,0
12.45507,12.69329,6393.64,0.82138,1.31E-06,55.17241379,34.48275862,10.34482759,0,0,0,0
17.31627,20.59713,6604.38,0.87532,1.76E-06,51.42857143,40,8.571428571,0,0,0,0
26.60441,33.51037,7427.97,0.93488,3.32E-06,51.42857143,40,8.571428571,0,0,0,0
14.38112,18.75734,7151.3,0.87074,1.72E-06,51.42857143,40,8.571428571,0,0,0,0
20.2197,27.66048,7229.9,0.92138,2.77E-06,51.42857143,40,8.571428571,0,0,0,0
22.2345,23.73983,5399.5,0.83614,1.36E-06,51.42857143,40,8.571428571,0,0,0,0
23.11804,40.35214,7182.27,0.92336,2.82E-06,51.42857143,40,8.571428571,0,0,0,0
21.42055,51.98828,7421.5,0.932,3.15E-06,51.42857143,40,8.571428571,0,0,0,0
22.59093,29.56524,7362.37,0.92526,2.89E-06,51.42857143,40,8.571428571,0,0,0,0
34.2907,40.84615,6741.21,0.9394,3.40E-06,48.48484848,36.36363636,15.15151515,0,0,0,0
17.51172,20.77901,6507.4,0.87902,1.78E-06,48.48484848,36.36363636,15.15151515,0,0,0,0
26.48063,33.91385,7166.96,0.93744,3.30E-06,48.48484848,36.36363636,15.15151515,0,0,0,0
14.10017,18.62432,6913.79,0.8741,1.73E-06,48.48484848,36.36363636,15.15151515,0,0,0,0
33.64926,39.2129,7129.09,0.9365,3.23E-06,48.48484848,36.36363636,15.15151515,0,0,0,0
26.0317,41.43242,7009.65,0.93438,3.18E-06,48.48484848,36.36363636,15.15151515,0,0,0,0
17.24553,21.96765,6329.99,0.8819,1.77E-06,48.48484848,36.36363636,15.15151515,0,0,0,0
19.3633,20.02246,7192.07,0.91548,2.41E-06,48.48484848,36.36363636,15.15151515,0,0,0,0
21.98467,52.32192,7129.63,0.93546,3.13E-06,48.48484848,36.36363636,15.15151515,0,0,0,0
22.21048,28.48129,7133.97,0.92796,2.89E-06,48.48484848,36.36363636,15.15151515,0,0,0,0
31.32993,38.65602,6206.05,0.93048,3.08E-06,54.05405405,37.83783784,8.108108108,0,0,0,0
16.46608,19.60636,6034.25,0.8583,1.63E-06,54.05405405,37.83783784,8.108108108,0,0,0,0
14.83477,16.66182,6959.4,0.8999,2.18E-06,54.05405405,37.83783784,8.108108108,0,0,0,0
18.98087,27.09727,6647.31,0.91466,2.52E-06,54.05405405,37.83783784,8.108108108,0,0,0,0
44.87242,46.08333,6784.72,0.93048,2.98E-06,54.05405405,37.83783784,8.108108108,0,0,0,0
22.62094,23.67585,4860.49,0.8272,1.34E-06,54.05405405,37.83783784,8.108108108,0,0,0,0
17.8605,20.57025,6328.93,0.86624,1.67E-06,54.05405405,37.83783784,8.108108108,0,0,0,0
21.28905,28.48905,6979.62,0.91736,2.63E-06,54.05405405,37.83783784,8.108108108,0,0,0,0
33.00172,35.99452,5845.35,0.92932,2.76E-06,51.42857143,28.57142857,8.571428571,11.42857143,0,0,0
15.01586,18.2848,5697.48,0.85768,1.45E-06,51.42857143,28.57142857,8.571428571,11.42857143,0,0,0
15.55648,18.01398,6616.71,0.89908,1.95E-06,51.42857143,28.57142857,8.571428571,11.42857143,0,0,0
18.42515,23.69398,6677.77,0.9152,2.26E-06,51.42857143,28.57142857,8.571428571,11.42857143,0,0,0
18.05038,19.60658,5179.25,0.82054,1.18E-06,51.42857143,28.57142857,8.571428571,11.42857143,0,0,0
27.08561,58.29702,6634.22,0.94148,3.18E-06,51.42857143,28.57142857,8.571428571,11.42857143,0,0,0
33.6736,40.87708,6232.19,0.93872,3.42E-06,58.06451613,32.25806452,9.677419355,0,0,0,0
17.23466,22.48887,5987.15,0.87826,1.83E-06,58.06451613,32.25806452,9.677419355,0,0,0,0
26.13494,36.42997,6944.53,0.93672,3.35E-06,58.06451613,32.25806452,9.677419355,0,0,0,0
15.50902,17.99654,6998.67,0.91144,2.45E-06,58.06451613,32.25806452,9.677419355,0,0,0,0
11.70858,13.91046,5783.44,0.82658,1.33E-06,58.06451613,32.25806452,9.677419355,0,0,0,0
44.31995,45.90484,6983.61,0.93932,3.34E-06,58.06451613,32.25806452,9.677419355,0,0,0,0
26.24462,44.28095,6489.75,0.92686,2.84E-06,58.06451613,32.25806452,9.677419355,0,0,0,0
16.44366,21.05436,6496.55,0.88166,1.87E-06,58.06451613,32.25806452,9.677419355,0,0,0,0
19.94153,20.44055,6962.71,0.91496,2.48E-06,58.06451613,32.25806452,9.677419355,0,0,0,0
30.65742,56.76324,6613.84,0.9405,3.52E-06,58.06451613,32.25806452,9.677419355,0,0,0,0
23.41576,29.33394,6869.65,0.92756,2.95E-06,58.06451613,32.25806452,9.677419355,0,0,0,0
16.99796,21.92272,5425.35,0.85528,1.54E-06,58.06451613,32.25806452,9.677419355,0,0,0,0
