PLD (Å),LCD (Å),Sacc (m2/g-1),Porosity,KH2 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,%Ametal,H2-1bar (mol/kg)
27.14113,34.56119,7632.52979,0.90721,2.44E-06,57.63546798,38.42364532,3.9408867,0,0,0,0,0.244792751
10.50966,10.88225,1211.33997,0.56494,5.82E-07,49.25373134,44.7761194,4.47761194,0,1.492537313,0,0,0.058288868
10.09598,10.41161,1015.75,0.538,5.53E-07,47.14285714,42.85714286,4.285714286,4.285714286,1.428571429,0,0,0.055158835
37.95505,38.11392,2445.57007,0.82333,1.11E-06,57.69230769,38.46153846,3.846153846,0,0,0,0,0.110583959
9.61963,10.0463,1629.63,0.61465,3.49E-07,41.97530864,46.91358025,6.172839506,4.938271605,0,0,0,0.034963317
21.06316,21.2649,1873.62,0.70724,6.12E-07,50,45.45454545,4.545454545,0,0,0,0,0.060794485
6.90821,7.42557,3015.04004,0.68264,8.72E-07,50,45.45454545,4.545454545,0,0,0,0,0.086161253
13.77472,13.95562,1521.65002,0.61202,4.10E-07,47.05882353,47.05882353,5.882352941,0,0,0,0,0.040875476
21.43706,21.62341,1710.10999,0.68381,5.47E-07,48,48,4,0,0,0,0,0.054706664
6.90329,7.55672,3905.12012,0.66876,8.78E-07,48,48,4,0,0,0,0,0.086659296
13.8426,14.01935,1329.70996,0.56427,3.61E-07,45,50,5,0,0,0,0,0.036242442
20.93484,21.11561,2299.96997,0.73834,6.85E-07,52.63157895,42.10526316,5.263157895,0,0,0,0,0.067991919
7.02218,7.77964,5165.9502,0.72609,9.90E-07,52.63157895,42.10526316,5.263157895,0,0,0,0,0.099343922
13.88238,14.30516,2087.93994,0.6698,5.12E-07,50,42.85714286,7.142857143,0,0,0,0,0.051373331
4.74494,5.72064,1888.98999,0.63091,6.61E-07,50,42.85714286,7.142857143,0,0,0,0,0.067007909
21.48188,21.67546,2026.19995,0.71537,5.85E-07,50,45.45454545,4.545454545,0,0,0,0,0.058765557
6.98333,7.50023,4617.81006,0.69896,9.12E-07,50,45.45454545,4.545454545,0,0,0,0,0.090816617
13.88587,14.13285,1485.48999,0.62013,3.95E-07,47.05882353,47.05882353,5.882352941,0,0,0,0,0.039030724
16.50007,16.78598,2238.26001,0.72317,6.92E-07,55.26315789,35.52631579,9.210526316,0,0,0,0,0.068217101
6.64826,7.45566,4007.20996,0.70798,8.34E-07,55.26315789,35.52631579,9.210526316,0,0,0,0,0.083490518
18.13687,18.27795,2081.87988,0.7114,6.36E-07,55.17241379,37.93103448,6.896551724,0,0,0,0,0.063824863
7.38542,8.49069,3094.32007,0.69111,7.67E-07,57.14285714,35.71428571,7.142857143,0,0,0,0,0.07681019
17.21234,18.16047,4834.60986,0.83212,1.43E-06,55.55555556,33.33333333,11.11111111,0,0,0,0,0.142639829
6.97359,7.68236,2483.36011,0.66703,6.40E-07,55.55555556,33.33333333,11.11111111,0,0,0,0,0.063754234
13.60227,13.95952,1415.68005,0.60329,3.60E-07,66.66666667,13.33333333,6.666666667,13.33333333,0,0,0,0.03582737
13.56414,13.94321,1187.25,0.57403,2.79E-07,58.82352941,17.64705882,0,23.52941176,0,0,0,0.027903389
17.42776,17.73772,1373.03003,0.65979,4.82E-07,64.28571429,21.42857143,0,14.28571429,0,0,0,0.047514442
24.69036,24.85895,2017.91003,0.76169,7.46E-07,51.78571429,28.57142857,12.5,5.357142857,0,0,1.785714286,0.074906923
21.27445,21.4904,1984.28003,0.74353,6.80E-07,50.98039216,29.41176471,13.7254902,5.882352941,0,0,0,0.068314333
17.71221,18.00237,1440.18005,0.65694,4.25E-07,50,27.77777778,11.11111111,11.11111111,0,0,0,0.042592149
20.66425,26.15148,7963.70996,0.93333,3.40E-06,58.95953757,36.41618497,4.624277457,0,0,0,0,0.339597048
16.73027,22.07077,5501.85986,0.86058,1.68E-06,59.04255319,36.70212766,4.255319149,0,0,0,0,0.167324818
21.21701,21.56495,2468.51001,0.77708,7.09E-07,42,34,12,12,0,0,0,0.070753525
20.73549,21.70882,5404.62012,0.85847,1.75E-06,50,31.25,12.5,6.25,0,0,0,0.174612069
20.2065,21.21409,1958.01001,0.86448,1.76E-06,47.82608696,30.43478261,13.04347826,8.695652174,0,0,0,0.17595592
27.1647,27.37684,2011.48999,0.76805,7.19E-07,47.82608696,34.7826087,8.695652174,8.695652174,0,0,0,0.071550446
23.66901,23.90959,1208.28003,0.65128,3.73E-07,54.28571429,34.28571429,5.714285714,5.714285714,0,0,0,0.037794092
21.69109,21.88357,1868.78003,0.72506,6.32E-07,50,33.33333333,5.555555556,11.11111111,0,0,0,0.061947218
26.22353,26.44099,2205.83008,0.76312,7.51E-07,50,37.5,8.333333333,4.166666667,0,0,0,0.075711245
11.2319,12.35077,3073.72998,0.7277,7.49E-07,51.02040816,38.7755102,6.12244898,4.081632653,0,0,0,0.075560365
15.26024,15.44807,1735.98999,0.64532,4.49E-07,61.53846154,30.76923077,7.692307692,0,0,0,0,0.044902591
15.62893,15.71415,2164.95996,0.69967,5.21E-07,50,43.75,6.25,0,0,0,0,0.052467977
11.16047,12.15986,1896.54004,0.62145,3.50E-07,40.4040404,45.45454545,4.04040404,8.080808081,0,0,2.02020202,0.034952741
25.82136,26.07795,2176.13989,0.77264,8.03E-07,52,40,4,4,0,0,0,0.080631257
13.89127,14.19356,3926.20996,0.76724,8.64E-07,52,40,4,4,0,0,0,0.086295458
29.51295,29.69909,2265.5,0.80347,9.19E-07,47.36842105,31.57894737,15.78947368,5.263157895,0,0,0,0.090993242
12.63345,12.99694,4137.66016,0.79073,1.02E-06,47.36842105,31.57894737,15.78947368,5.263157895,0,0,0,0.103031736
4.59057,4.92801,355.35599,0.47518,2.99E-07,55.96330275,38.53211009,3.669724771,1.834862385,0,0,0,0.030168615
5.77188,8.14957,2357.48999,0.61849,4.95E-07,58.67768595,38.01652893,3.305785124,0,0,0,0,0.048864813
34.05192,34.27396,2276.8999,0.82333,9.37E-07,53.57142857,28.57142857,7.142857143,0,0,10.71428571,0,0.094381272
35.58693,35.77068,2403.03003,0.81776,1.06E-06,53.57142857,39.28571429,7.142857143,0,0,0,0,0.105248995
38.21317,38.37151,2403.59009,0.82711,1.11E-06,56,36,8,0,0,0,0,0.109650632
16.87389,17.30893,2879.18994,0.72873,6.55E-07,41.66666667,41.66666667,2.777777778,11.11111111,0,0,2.777777778,0.064638075
13.25722,13.64902,1502.41003,0.61548,4.19E-07,62.16216216,35.13513514,2.702702703,0,0,0,0,0.040999568
15.90792,16.27152,1638.22998,0.66198,4.94E-07,61.2244898,26.53061224,4.081632653,8.163265306,0,0,0,0.049892699
5.6043,6.59974,1011.53003,0.57112,4.51E-07,61.2244898,26.53061224,4.081632653,8.163265306,0,0,0,0.045433174
10.31026,11.05746,1685.76001,0.60518,5.00E-07,59.25925926,37.03703704,3.703703704,0,0,0,0,0.049731648
29.20821,29.4063,2018.25,0.77841,7.71E-07,54.16666667,33.33333333,8.333333333,4.166666667,0,0,0,0.076823302
22.92308,23.2834,3545.96997,0.83272,1.07E-06,53.33333333,33.33333333,13.33333333,0,0,0,0,0.106979906
27.51112,27.78086,3022.6001,0.80616,1.11E-06,58,38,4,0,0,0,0,0.110552537
18.99926,19.12503,2232.54004,0.73207,7.14E-07,56.8627451,35.29411765,5.882352941,1.960784314,0,0,0,0.071216853
21.9532,22.25008,2198.76001,0.75079,7.36E-07,55.55555556,33.33333333,7.407407407,3.703703704,0,0,0,0.073929673
22.81988,23.0568,2115.6001,0.75067,6.95E-07,53.33333333,33.33333333,13.33333333,0,0,0,0,0.068720814
26.59669,26.74027,2738.33008,0.79612,8.92E-07,50,31.25,12.5,6.25,0,0,0,0.089124701
23.49647,23.59867,2438.33008,0.77523,8.46E-07,57.62711864,35.59322034,6.779661017,0,0,0,0,0.084273338
25.87958,26.06961,2373.72998,0.7833,9.06E-07,59.70149254,37.31343284,2.985074627,0,0,0,0,0.091795198
14.88605,15.60342,1339.42004,0.62419,3.54E-07,48.75,48.75,1.25,0,1.25,0,0,0.035133935
11.0147,12.84851,3493.62012,0.74814,7.82E-07,48.75,48.75,1.25,0,1.25,0,0,0.077333307
24.76915,25.20125,3040.98999,0.81553,9.74E-07,50.94339623,41.50943396,3.773584906,3.773584906,0,0,0,0.095734592
10.13563,10.99901,5139.00977,0.77471,9.89E-07,50.94339623,41.50943396,3.773584906,3.773584906,0,0,0,0.098329725
6.01379,7.62696,4225.16992,0.72318,8.28E-07,50.94339623,41.50943396,3.773584906,3.773584906,0,0,0,0.082973624
24.14415,24.61148,2815.6499,0.79626,8.47E-07,49.14772727,44.03409091,3.409090909,3.409090909,0,0,0,0.086045789
9.82226,10.77269,4998.14014,0.76436,9.19E-07,49.15254237,44.06779661,3.389830508,3.389830508,0,0,0,0.092098228
5.82889,7.6401,3602.58008,0.69609,7.28E-07,49.15254237,44.06779661,3.389830508,3.389830508,0,0,0,0.073122852
36.15482,44.07565,9056.33984,0.9762,9.24E-06,59.63302752,36.69724771,3.669724771,0,0,0,0,0.925069432
18.6938,20.7211,9163.37012,0.95207,4.70E-06,59.63302752,36.69724771,3.669724771,0,0,0,0,0.472319022
17.08863,17.80373,9237.78027,0.92685,3.18E-06,58.03571429,38.39285714,3.571428571,0,0,0,0,0.319968864
12.56041,16.00652,8720.0498,0.90278,2.36E-06,57.52212389,38.9380531,3.539823009,0,0,0,0,0.237905659
17.17374,17.26282,8599.58984,0.87862,2.00E-06,59.63302752,36.69724771,3.669724771,0,0,0,0,0.199520029
15.94009,16.42543,6989.10986,0.8491,1.63E-06,57.52212389,38.9380531,3.539823009,0,0,0,0,0.162805557
14.59797,14.68928,3863.06006,0.79199,1.18E-06,59.63302752,36.69724771,3.669724771,0,0,0,0,0.117767983
27.5514,27.78947,1811.98999,0.74786,6.51E-07,57.69230769,30.76923077,3.846153846,7.692307692,0,0,0,0.065707296
9.55601,10.04507,795.93103,0.53063,2.04E-07,56.25,25,6.25,12.5,0,0,0,0.020441867
24.58887,24.97628,2422.48999,0.74304,6.56E-07,54.28571429,34.28571429,11.42857143,0,0,0,0,0.065846059
17.38347,17.75707,2164.6499,0.71658,6.56E-07,57.77777778,33.33333333,8.888888889,0,0,0,0,0.064989884
25.61195,25.94027,2618.06006,0.76404,8.92E-07,56.75675676,37.83783784,5.405405405,0,0,0,0,0.090019431
17.78526,18.10139,2116.69995,0.71329,6.73E-07,59.57446809,36.17021277,4.255319149,0,0,0,0,0.067755617
16.67589,17.02592,1994.73999,0.68566,5.81E-07,56.96202532,37.97468354,5.063291139,0,0,0,0,0.057496679
16.56674,16.91686,1978.30005,0.68806,5.61E-07,55.26315789,35.52631579,9.210526316,0,0,0,0,0.056255855
16.5094,16.76366,2035.93994,0.69027,6.17E-07,59.57446809,36.17021277,4.255319149,0,0,0,0,0.061775132
14.70558,14.85762,2418.43994,0.72663,6.70E-07,53.48837209,32.55813953,11.62790698,0,0,0,2.325581395,0.067581817
21.75363,22.52524,4417.66016,0.85319,1.45E-06,50,31.25,12.5,6.25,0,0,0,0.145697139
8.80355,9.28209,2568.09009,0.70563,6.72E-07,50,31.25,12.5,6.25,0,0,0,0.06705812
17.95481,18.25102,1819.17004,0.68862,5.08E-07,55.55555556,27.77777778,11.11111111,5.555555556,0,0,0,0.050488481
5.37085,6.09478,4052.72998,0.68837,8.19E-07,55.55555556,27.77777778,11.11111111,5.555555556,0,0,0,0.08050508
20.17208,20.40907,2199.73999,0.74687,7.39E-07,58.18181818,34.54545455,7.272727273,0,0,0,0,0.074268875
20.87205,21.15822,2034.41003,0.73511,6.88E-07,57.62711864,35.59322034,3.389830508,3.389830508,0,0,0,0.068051213
21.51193,21.62716,2430.38989,0.76624,8.61E-07,59.64912281,36.84210526,3.50877193,0,0,0,0,0.084730118
21.48577,21.59162,2447.08008,0.76995,8.53E-07,58.18181818,34.54545455,7.272727273,0,0,0,0,0.085224571
18.05073,18.27142,2376.26001,0.73788,7.27E-07,59.57446809,36.17021277,4.255319149,0,0,0,0,0.072650603
6.2436,7.98324,3045.73999,0.70359,7.23E-07,53.08641975,41.97530864,4.938271605,0,0,0,0,0.072169714
15.11102,17.42109,7202.89014,0.86184,1.63E-06,55.96330275,29.35779817,7.339449541,3.669724771,0,0,3.669724771,0.163569487
22.97002,23.21506,2077.54004,0.74057,6.91E-07,59.61538462,34.61538462,5.769230769,0,0,0,0,0.069061355
23.76101,23.99157,2322.53003,0.75606,7.87E-07,56.25,37.5,6.25,0,0,0,0,0.078181081
15.86945,16.20054,2170,0.7041,5.95E-07,64.17910448,31.34328358,4.47761194,0,0,0,0,0.060308639
16.03965,16.37005,2448.04004,0.71388,6.50E-07,61.9047619,33.33333333,4.761904762,0,0,0,0,0.064223682
18.97905,19.27551,1924.73999,0.71384,6.31E-07,60.43956044,36.26373626,3.296703297,0,0,0,0,0.063496043
27.74552,27.96177,2365.32007,0.78557,8.56E-07,61.81818182,32.72727273,5.454545455,0,0,0,0,0.085687237
30.87806,31.08363,2238.44995,0.79744,9.26E-07,59.70149254,35.82089552,4.47761194,0,0,0,0,0.093268629
31.3874,31.56586,2430.47998,0.79542,9.69E-07,57.14285714,38.0952381,4.761904762,0,0,0,0,0.097066779
11.07321,11.49083,1493.28003,0.60001,3.90E-07,60.6557377,34.42622951,4.918032787,0,0,0,0,0.038469269
11.76046,12.18294,1690.32996,0.62782,4.69E-07,57.89473684,36.84210526,5.263157895,0,0,0,0,0.046680017
10.72747,11.15677,1477.63,0.59947,3.69E-07,58.62068966,31.03448276,10.34482759,0,0,0,0,0.036129467
11.50037,11.93118,1669.43005,0.62928,4.46E-07,55.55555556,33.33333333,11.11111111,0,0,0,0,0.043915419
8.87252,9.37358,1327.64001,0.55752,3.44E-07,58.49056604,33.96226415,7.547169811,0,0,0,0,0.033802842
9.84099,10.32889,1562.76001,0.59298,4.30E-07,55.10204082,36.73469388,8.163265306,0,0,0,0,0.042779325
16.13485,20.8596,8219.7002,0.92305,2.88E-06,55.26315789,35.52631579,9.210526316,0,0,0,0,0.289368288
17.49151,22.27252,8563.34961,0.93306,3.38E-06,56.96202532,37.97468354,5.063291139,0,0,0,0,0.337336456
16.23721,21.43505,8286.33008,0.9271,3.04E-06,55.26315789,35.52631579,9.210526316,0,0,0,0,0.301784674
12.42896,12.69956,2427.90991,0.74688,6.15E-07,42.85714286,28.57142857,7.142857143,17.85714286,0,0,3.571428571,0.061335538
13.06993,13.36641,1474.39001,0.71219,5.57E-07,37.5,25,6.25,25,0,0,6.25,0.055951996
21.00947,21.47235,1318.12,0.83109,1.12E-06,54.54545455,35.35353535,6.060606061,3.03030303,0,0,1.01010101,0.111832989
26.29042,26.47083,1897.85999,0.76829,7.63E-07,53.33333333,31.11111111,8.888888889,4.444444444,0,0,2.222222222,0.075558462
11.9113,12.29317,2998.44995,0.73864,7.79E-07,53.33333333,31.11111111,8.888888889,4.444444444,0,0,2.222222222,0.077668242
10.72475,11.19018,1491.73999,0.61029,4.32E-07,52.63157895,31.57894737,10.52631579,5.263157895,0,0,0,0.043301482
4.41375,6.20829,3208.81006,0.6879,6.94E-07,57.89473684,31.57894737,5.263157895,5.263157895,0,0,0,0.069444714
16.74182,19.02672,6750.95996,0.91058,2.55E-06,55.55555556,33.33333333,11.11111111,0,0,0,0,0.254880001
16.76077,18.95735,6636.43018,0.91098,2.48E-06,53.84615385,30.76923077,15.38461538,0,0,0,0,0.248150174
16.76202,18.89638,6505.91992,0.91082,2.44E-06,52,28,20,0,0,0,0,0.246777363
16.76037,18.94172,6414.83008,0.91242,2.41E-06,50,25,25,0,0,0,0,0.241739576
4.26075,9.71651,1183.25,0.55696,4.53E-07,51.19363395,44.56233422,2.122015915,1.061007958,0,0,1.061007958,0.0452477
36.21563,36.34133,1612.10999,0.71991,6.80E-07,60.6557377,36.06557377,3.278688525,0,0,0,0,0.067175616
33.59015,33.71465,891.94299,0.81339,9.94E-07,54.16666667,33.33333333,8.333333333,4.166666667,0,0,0,0.098925761
9.02304,9.45075,1062.46997,0.53653,3.49E-07,42.85714286,28.57142857,14.28571429,14.28571429,0,0,0,0.035358226
16.01692,16.40742,1781.72998,0.66925,4.89E-07,55.55555556,35.18518519,7.407407407,1.851851852,0,0,0,0.048370106
52.68303,52.79583,2447,0.86072,1.43E-06,55.55555556,38.88888889,5.555555556,0,0,0,0,0.142802475
5.01312,5.30681,1019.38,0.55994,4.27E-07,55.55555556,34.56790123,9.87654321,0,0,0,0,0.042665302
26.05664,26.27273,2225.37012,0.75689,7.49E-07,56,40,4,0,0,0,0,0.075408691
23.40692,23.63183,2151.28003,0.75344,7.41E-07,53.33333333,33.33333333,13.33333333,0,0,0,0,0.073709338
13.50013,13.82821,1517.66003,0.60679,4.08E-07,46.66666667,40,6.666666667,6.666666667,0,0,0,0.041213445
14.41173,14.70291,1880.28003,0.6833,4.81E-07,40.625,37.5,18.75,0,0,3.125,0,0.048287791
28.33863,28.48026,2036.57996,0.7628,7.82E-07,48.48484848,39.39393939,6.060606061,6.060606061,0,0,0,0.07833229
20.73527,20.94974,1770.71997,0.70166,5.54E-07,55.55555556,27.77777778,11.11111111,5.555555556,0,0,0,0.05481063
36.52126,36.69845,2372.79004,0.8152,1.11E-06,60.71428571,35.71428571,3.571428571,0,0,0,0,0.111865646
35.6703,35.83455,2208.52002,0.80135,9.99E-07,60.71428571,35.71428571,3.571428571,0,0,0,0,0.100379726
6.96077,8.1796,7371.77979,0.80432,1.22E-06,60.6557377,32.78688525,0,6.557377049,0,0,0,0.121676387
7.0698,8.19994,7426.27979,0.80568,1.23E-06,60.6557377,32.78688525,0,6.557377049,0,0,0,0.12311112
6.64388,7.2002,1733.18994,0.62167,6.67E-07,64.28571429,14.28571429,7.142857143,14.28571429,0,0,0,0.067123365
6.29192,6.74623,2620.87012,0.65261,6.48E-07,54.34782609,39.13043478,6.52173913,0,0,0,0,0.064644749
14.95,15.27488,1895.68005,0.66482,5.45E-07,54.54545455,36.36363636,9.090909091,0,0,0,0,0.05314912
14.48774,14.63819,1844.87,0.67907,5.30E-07,54.83870968,35.48387097,6.451612903,3.225806452,0,0,0,0.053131865
