PLD (Å),LCD (Å),Sacc (m2/g-1),Porosity,KO2 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,%Ametal,O2-0.1 bar (mol/kg)
20.93484,21.11561,2301.93,0.73706,1.69E-06,52.63157895,42.10526316,5.263157895,0,0,0,0,0.017076282
7.02218,7.84748,5130.71,0.7263,7.67E-06,52.63157895,42.10526316,5.263157895,0,0,0,0,0.076979725
13.87892,14.30516,2072.33,0.66978,1.74E-06,50,42.85714286,7.142857143,0,0,0,0,0.017353692
4.74494,5.72297,1799.94,0.63174,6.87E-06,50,42.85714286,7.142857143,0,0,0,0,0.068152317
21.48188,21.67546,2014.18,0.71356,1.29E-06,50,45.45454545,4.545454545,0,0,0,0,0.012748737
6.98333,7.55824,4565.5,0.6992,8.32E-06,50,45.45454545,4.545454545,0,0,0,0,0.082890961
13.88587,14.13285,1479.83,0.61928,1.20E-06,47.05882353,47.05882353,5.882352941,0,0,0,0,0.011954523
16.50007,16.78598,2224.97,0.72584,2.03E-06,55.26315789,35.52631579,9.210526316,0,0,0,0,0.020275701
6.64826,7.788,3951.07,0.70868,4.58E-06,55.26315789,35.52631579,9.210526316,0,0,0,0,0.046323243
18.13687,18.27795,2074.92,0.71346,1.75E-06,55.17241379,37.93103448,6.896551724,0,0,0,0,0.017174003
7.38542,8.5331,3027.1,0.69124,4.15E-06,57.14285714,35.71428571,7.142857143,0,0,0,0,0.041720122
17.21234,18.16047,4802.8,0.832,4.59E-06,55.55555556,33.33333333,11.11111111,0,0,0,0,0.046046326
6.97359,7.86427,2438.14,0.6672,3.39E-06,55.55555556,33.33333333,11.11111111,0,0,0,0,0.033358181
13.60227,13.95952,1402.27,0.60434,1.55E-06,66.66666667,13.33333333,6.666666667,13.33333333,0,0,0,0.015568976
13.56414,13.94321,1182.49,0.57552,1.17E-06,58.82352941,17.64705882,0,23.52941176,0,0,0,0.011698468
17.42776,17.73772,1364.3,0.66166,1.69E-06,64.28571429,21.42857143,0,14.28571429,0,0,0,0.016950381
24.69036,24.85959,2014.48,0.7638,1.79E-06,51.78571429,28.57142857,12.5,5.357142857,0,0,1.785714286,0.018146425
21.27445,21.4904,1980.44,0.74544,1.67E-06,50.98039216,29.41176471,13.7254902,5.882352941,0,0,0,0.016732465
17.71221,18.00237,1438.7,0.65498,1.21E-06,50,27.77777778,11.11111111,11.11111111,0,0,0,0.012118956
20.66425,26.15206,7982.52,0.9325,5.20E-06,58.95953757,36.41618497,4.624277457,0,0,0,0,0.052743409
16.73027,22.16406,5494.5,0.86088,4.30E-06,59.04255319,36.70212766,4.255319149,0,0,0,0,0.043541421
21.21701,21.56495,2460.55,0.7762,1.53E-06,42,34,12,12,0,0,0,0.015248605
20.73549,21.70882,5236.02,0.85906,9.61E-06,50,31.25,12.5,6.25,0,0,0,0.095394578
20.204,21.21409,8004.26,0.86558,4.13E-06,47.82608696,30.43478261,13.04347826,8.695652174,0,0,0,0.041136512
27.1647,27.37684,2004.34,0.76956,1.45E-06,47.82608696,34.7826087,8.695652174,8.695652174,0,0,0,0.014761735
23.66901,23.90959,1195.05,0.65148,8.67E-07,54.28571429,34.28571429,5.714285714,5.714285714,0,0,0,0.008675021
21.69109,21.88357,1860.59,0.72658,1.68E-06,50,33.33333333,5.555555556,11.11111111,0,0,0,0.016981174
26.22353,26.44099,2196.66,0.76268,1.66E-06,50,37.5,8.333333333,4.166666667,0,0,0,0.016516608
11.2319,12.35077,3036.44,0.72788,3.03E-06,51.02040816,38.7755102,6.12244898,4.081632653,0,0,0,0.029670056
15.26024,15.44807,1723.66,0.64294,1.20E-06,61.53846154,30.76923077,7.692307692,0,0,0,0,0.012073362
15.62893,15.71415,2153.34,0.69954,1.20E-06,50,43.75,6.25,0,0,0,0,0.011796551
11.16047,12.15986,1885.2,0.61934,1.53E-06,40.4040404,45.45454545,4.04040404,8.080808081,0,0,2.02020202,0.01503605
25.82136,26.07795,2171.11,0.77316,1.95E-06,52,40,4,4,0,0,0,0.019031079
13.89127,14.1937,3880.95,0.76658,2.76E-06,52,40,4,4,0,0,0,0.026919554
29.51295,29.69909,2257.38,0.8047,1.82E-06,47.36842105,31.57894737,15.78947368,5.263157895,0,0,0,0.018414851
12.63345,12.99694,4079.11,0.79168,3.38E-06,47.36842105,31.57894737,15.78947368,5.263157895,0,0,0,0.034342299
4.59057,4.92801,343.753,0.47494,6.26E-06,55.96330275,38.53211009,3.669724771,1.834862385,0,0,0,0.061577432
5.77188,8.14957,2336.09,0.61528,3.14E-06,58.67768595,38.01652893,3.305785124,0,0,0,0,0.031545949
34.05192,34.2807,2268.51,0.8247,1.70E-06,53.57142857,28.57142857,7.142857143,0,0,10.71428571,0,0.017101214
35.58693,35.77068,2398.6,0.81924,1.95E-06,53.57142857,39.28571429,7.142857143,0,0,0,0,0.019364219
38.21317,38.37151,2402.15,0.82918,2.05E-06,56,36,8,0,0,0,0,0.019692856
16.87389,17.30893,2867.65,0.72762,2.15E-06,41.66666667,41.66666667,2.777777778,11.11111111,0,0,2.777777778,0.021019113
13.25722,13.64902,1493.98,0.61372,1.50E-06,62.16216216,35.13513514,2.702702703,0,0,0,0,0.015136189
15.90792,16.278,1630.8,0.66064,1.88E-06,61.2244898,26.53061224,4.081632653,8.163265306,0,0,0,0.018198649
5.6043,6.59974,993.633,0.57342,6.67E-06,61.2244898,26.53061224,4.081632653,8.163265306,0,0,0,0.065391597
10.31026,11.05746,1666.88,0.60676,4.41E-06,59.25925926,37.03703704,3.703703704,0,0,0,0,0.043917795
29.20821,29.4063,2009,0.77858,1.57E-06,54.16666667,33.33333333,8.333333333,4.166666667,0,0,0,0.015838928
22.92308,23.2834,3527.12,0.83364,2.07E-06,53.33333333,33.33333333,13.33333333,0,0,0,0,0.021052897
27.51112,27.78086,3011.75,0.80712,4.20E-06,58,38,4,0,0,0,0,0.042318945
18.99926,19.12503,2230.09,0.73416,2.08E-06,56.8627451,35.29411765,5.882352941,1.960784314,0,0,0,0.020985542
21.9532,22.25008,2196.68,0.7506,1.91E-06,55.55555556,33.33333333,7.407407407,3.703703704,0,0,0,0.018988189
22.81988,23.0568,2111.67,0.7507,1.47E-06,53.33333333,33.33333333,13.33333333,0,0,0,0,0.014931514
26.59669,26.74144,2726.3,0.798,1.84E-06,50,31.25,12.5,6.25,0,0,0,0.018150779
23.49647,23.59867,2440.72,0.77474,2.03E-06,57.62711864,35.59322034,6.779661017,0,0,0,0,0.020179263
25.87958,26.06961,2363.07,0.78376,2.19E-06,59.70149254,37.31343284,2.985074627,0,0,0,0,0.022118922
14.88605,15.60342,1331.18,0.6246,1.02E-06,48.75,48.75,1.25,0,1.25,0,0,0.010173773
11.0147,12.84851,3487.83,0.74898,1.89E-06,48.75,48.75,1.25,0,1.25,0,0,0.018445411
24.76915,25.20125,3025.14,0.81422,2.02E-06,50.94339623,41.50943396,3.773584906,3.773584906,0,0,0,0.020098182
10.13563,10.99901,5105.78,0.77472,3.77E-06,50.94339623,41.50943396,3.773584906,3.773584906,0,0,0,0.037814788
6.01379,8.01301,4202.91,0.72292,3.79E-06,50.94339623,41.50943396,3.773584906,3.773584906,0,0,0,0.037369453
24.14415,24.61148,2797.63,0.7954,1.85E-06,49.14772727,44.03409091,3.409090909,3.409090909,0,0,0,0.018875721
9.82226,10.78735,4975.49,0.76576,3.38E-06,49.15254237,44.06779661,3.389830508,3.389830508,0,0,0,0.034015039
5.82889,7.76781,3577.89,0.6958,3.48E-06,49.15254237,44.06779661,3.389830508,3.389830508,0,0,0,0.034620206
36.15482,44.07726,9084.47,0.97634,1.09E-05,59.63302752,36.69724771,3.669724771,0,0,0,0,0.108304357
18.6938,22.42691,9197.94,0.95246,6.37E-06,59.63302752,36.69724771,3.669724771,0,0,0,0,0.0627179
17.08751,17.80373,9269.37,0.92726,4.91E-06,58.03571429,38.39285714,3.571428571,0,0,0,0,0.050088567
12.56041,16.00652,8741.55,0.90278,4.00E-06,57.52212389,38.9380531,3.539823009,0,0,0,0,0.040273999
17.17374,17.26282,8565.26,0.87916,4.19E-06,59.63302752,36.69724771,3.669724771,0,0,0,0,0.042344025
15.94009,16.42543,6940.08,0.85048,4.16E-06,57.52212389,38.9380531,3.539823009,0,0,0,0,0.041802673
14.59231,14.68928,3844.32,0.79268,4.43E-06,59.63302752,36.69724771,3.669724771,0,0,0,0,0.043778771
27.5514,27.78947,1805.51,0.74924,1.38E-06,57.69230769,30.76923077,3.846153846,7.692307692,0,0,0,0.013977532
9.55601,10.04507,786.812,0.5308,6.10E-07,56.25,25,6.25,12.5,0,0,0,0.006048737
24.58887,24.97628,2409.53,0.74376,1.81E-06,54.28571429,34.28571429,11.42857143,0,0,0,0,0.018086575
17.38347,17.75707,2160.5,0.71772,2.10E-06,57.77777778,33.33333333,8.888888889,0,0,0,0,0.021186507
25.61195,25.94027,2604.47,0.76608,2.87E-06,56.75675676,37.83783784,5.405405405,0,0,0,0,0.02826378
17.78526,18.10139,2112.43,0.71482,2.26E-06,59.57446809,36.17021277,4.255319149,0,0,0,0,0.022570186
16.67589,17.02592,1985.5,0.6865,1.65E-06,56.96202532,37.97468354,5.063291139,0,0,0,0,0.016404117
16.56674,16.91686,1972.36,0.68916,1.55E-06,55.26315789,35.52631579,9.210526316,0,0,0,0,0.015366642
16.5094,16.76366,2035.96,0.69252,1.97E-06,59.57446809,36.17021277,4.255319149,0,0,0,0,0.019493923
14.70558,14.85762,2411.6,0.72692,2.19E-06,53.48837209,32.55813953,11.62790698,0,0,0,2.325581395,0.022210535
21.75363,22.52524,4378.71,0.8533,3.63E-06,50,31.25,12.5,6.25,0,0,0,0.035804905
8.80355,9.28209,2530.01,0.70642,2.49E-06,50,31.25,12.5,6.25,0,0,0,0.024836925
17.95481,18.24695,1813.37,0.68914,1.60E-06,55.55555556,27.77777778,11.11111111,5.555555556,0,0,0,0.016004337
5.37085,6.62897,4036.87,0.69084,7.38E-06,55.55555556,27.77777778,11.11111111,5.555555556,0,0,0,0.072963213
20.17208,20.40907,2194.17,0.74852,1.98E-06,58.18181818,34.54545455,7.272727273,0,0,0,0,0.019833822
20.87205,21.15822,2025.26,0.7347,1.88E-06,57.62711864,35.59322034,3.389830508,3.389830508,0,0,0,0.018710014
21.51193,21.62716,2423.22,0.7675,2.20E-06,59.64912281,36.84210526,3.50877193,0,0,0,0,0.022109448
21.48577,21.59162,2441.66,0.7709,2.14E-06,58.18181818,34.54545455,7.272727273,0,0,0,0,0.021326544
18.05073,18.27142,2368.2,0.7385,2.02E-06,59.57446809,36.17021277,4.255319149,0,0,0,0,0.020275131
6.2436,7.98896,2978.96,0.70474,3.58E-06,53.08641975,41.97530864,4.938271605,0,0,0,0,0.035547507
15.11102,17.42109,7192.99,0.86228,4.00E-06,55.96330275,29.35779817,7.339449541,3.669724771,0,0,3.669724771,0.040364339
22.97002,23.21506,2073.65,0.74118,1.66E-06,59.61538462,34.61538462,5.769230769,0,0,0,0,0.016582529
23.76101,23.99157,2312.23,0.7578,1.92E-06,56.25,37.5,6.25,0,0,0,0,0.019461277
15.86945,16.20054,2159.16,0.7066,1.64E-06,64.17910448,31.34328358,4.47761194,0,0,0,0,0.016122378
16.03965,16.37005,2431.45,0.71454,1.82E-06,61.9047619,33.33333333,4.761904762,0,0,0,0,0.01812643
18.97905,19.27551,1907.19,0.71582,1.80E-06,60.43956044,36.26373626,3.296703297,0,0,0,0,0.01823303
27.74552,27.96177,2356.98,0.78596,1.76E-06,61.81818182,32.72727273,5.454545455,0,0,0,0,0.017041402
30.87806,31.08363,2229.62,0.7981,1.95E-06,59.70149254,35.82089552,4.47761194,0,0,0,0,0.019219683
31.3874,31.56586,2418.54,0.79722,2.04E-06,57.14285714,38.0952381,4.761904762,0,0,0,0,0.020903091
11.07322,11.49084,1478.82,0.6032,1.39E-06,60.6557377,34.42622951,4.918032787,0,0,0,0,0.013689576
11.76046,12.18294,1670.97,0.63014,1.71E-06,57.89473684,36.84210526,5.263157895,0,0,0,0,0.017275687
10.72745,11.15675,1467.02,0.60206,1.32E-06,58.62068966,31.03448276,10.34482759,0,0,0,0,0.012932722
11.50037,11.93118,1664.53,0.63084,1.61E-06,55.55555556,33.33333333,11.11111111,0,0,0,0,0.015927748
8.87252,9.37359,1318.24,0.55928,1.57E-06,58.49056604,33.96226415,7.547169811,0,0,0,0,0.01556542
9.84099,10.32889,1547.81,0.59562,1.89E-06,55.10204082,36.73469388,8.163265306,0,0,0,0,0.019007224
16.13482,20.86465,8248.84,0.92328,4.55E-06,55.26315789,35.52631579,9.210526316,0,0,0,0,0.045893979
17.49149,22.2725,8590.91,0.93338,5.09E-06,56.96202532,37.97468354,5.063291139,0,0,0,0,0.051595685
16.23719,21.45783,8317.29,0.92754,4.73E-06,55.26315789,35.52631579,9.210526316,0,0,0,0,0.047075074
12.42904,12.69956,2411.46,0.7475,1.94E-06,42.85714286,28.57142857,7.142857143,17.85714286,0,0,3.571428571,0.019343481
13.06993,13.36641,2045.25,0.71342,2.72E-06,37.5,25,6.25,25,0,0,6.25,0.026967896
21.00947,21.47235,3826.51,0.8308,2.54E-06,54.54545455,35.35353535,6.060606061,3.03030303,0,0,1.01010101,0.025387374
26.29042,26.47083,1888.96,0.76876,1.75E-06,53.33333333,31.11111111,8.888888889,4.444444444,0,0,2.222222222,0.017797027
11.9113,12.30604,2964.73,0.73844,2.84E-06,53.33333333,31.11111111,8.888888889,4.444444444,0,0,2.222222222,0.028334094
10.72475,11.19018,1473.67,0.61118,1.84E-06,52.63157895,31.57894737,10.52631579,5.263157895,0,0,0,0.020015645
4.41385,6.21463,3152.97,0.68742,4.16E-06,57.89473684,31.57894737,5.263157895,5.263157895,0,0,0,0.041178117
16.74182,19.03161,6765.02,0.9104,4.64E-06,55.55555556,33.33333333,11.11111111,0,0,0,0,0.046437913
16.76077,18.95735,6628.63,0.91112,4.56E-06,53.84615385,30.76923077,15.38461538,0,0,0,0,0.045307411
16.76202,18.89922,6503.24,0.91096,4.40E-06,52,28,20,0,0,0,0,0.044174577
16.76037,18.9417,6408.47,0.91276,4.34E-06,50,25,25,0,0,0,0,0.04398823
4.26075,9.71805,1161.83,0.5541,6.59E-06,51.19363395,44.56233422,2.122015915,1.061007958,0,0,1.061007958,0.0641899
36.21564,36.33674,1606.84,0.7206,2.63E-06,60.6557377,36.06557377,3.278688525,0,0,0,0,0.026095561
33.59015,33.71465,2534.68,0.81638,1.69E-06,54.16666667,33.33333333,8.333333333,4.166666667,0,0,0,0.016839492
9.02304,9.45075,1053.74,0.53722,2.11E-06,42.85714286,28.57142857,14.28571429,14.28571429,0,0,0,0.021252125
16.01692,16.40742,1782.57,0.66696,1.64E-06,55.55555556,35.18518519,7.407407407,1.851851852,0,0,0,0.016306785
52.68303,52.79583,2438.53,0.86184,2.29E-06,55.55555556,38.88888889,5.555555556,0,0,0,0,0.022634558
5.01312,5.30681,994.511,0.55894,5.64E-06,55.55555556,34.56790123,9.87654321,0,0,0,0,0.057151276
26.05664,26.27273,2220,0.75656,1.55E-06,56,40,4,0,0,0,0,0.015658767
23.40692,23.63183,2150.17,0.75506,1.75E-06,53.33333333,33.33333333,13.33333333,0,0,0,0,0.017032322
13.50013,13.82821,1512.79,0.60582,1.73E-06,46.66666667,40,6.666666667,6.666666667,0,0,0,0.017566007
14.41173,14.70291,1869.68,0.68504,1.29E-06,40.625,37.5,18.75,0,0,3.125,0,0.012873848
28.33863,28.48346,2032.56,0.7632,2.24E-06,48.48484848,39.39393939,6.060606061,6.060606061,0,0,0,0.022173731
20.73527,20.94974,1764.87,0.7012,1.42E-06,55.55555556,27.77777778,11.11111111,5.555555556,0,0,0,0.014169972
36.52126,36.70222,2365.98,0.81628,2.21E-06,60.71428571,35.71428571,3.571428571,0,0,0,0,0.021967905
35.6703,35.83713,2204.72,0.80266,2.06E-06,60.71428571,35.71428571,3.571428571,0,0,0,0,0.020932027
6.96077,8.18614,7323.21,0.8026,3.71E-06,60.6557377,32.78688525,0,6.557377049,0,0,0,0.03728926
7.0698,8.19994,7402.51,0.80422,3.70E-06,60.6557377,32.78688525,0,6.557377049,0,0,0,0.037582907
6.64388,7.2002,1704.74,0.62096,8.29E-06,64.28571429,14.28571429,7.142857143,14.28571429,0,0,0,0.081311349
6.29192,7.25445,2514.61,0.65438,4.29E-06,54.34782609,39.13043478,6.52173913,0,0,0,0,0.04291038
14.95,15.27488,1882.67,0.66566,1.94E-06,54.54545455,36.36363636,9.090909091,0,0,0,0,0.019257821
14.48774,14.63819,1838.99,0.67868,2.12E-06,54.83870968,35.48387097,6.451612903,3.225806452,0,0,0,0.021060208
